IDs,metal,donor,atom_id,distance_A,cutoff_A,delta_A,category
YOGBEB,Tc,N,6,2.34298,2.33700,0.00598,0_to_0.025_above
YOJXIF,Ti,N,2,2.69605,2.47800,0.21805,more_than_0.20_above
YOJXIF,Ti,N,3,2.69605,2.47800,0.21805,more_than_0.20_above
YOJZOM,Re,C,11,3.34437,2.41800,0.92637,more_than_0.20_above
YOJZOM,Re,C,7,3.34519,2.41800,0.92719,more_than_0.20_above
YOKTIE,Re,O,5,2.38302,2.31200,0.07102,0.05_to_0.10_above
YOLPOF,Pt,N,29,2.28613,2.28600,0.00013,0_to_0.025_above
YOLPOF,Pt,N,27,2.28682,2.28600,0.00082,0_to_0.025_above
YOMZOP,V,N,6,2.52198,2.45000,0.07198,0.05_to_0.10_above
YOVNOM,Mn,C,24,2.35718,2.35700,0.00018,0_to_0.025_above
YOXLAA,V,N,8,2.53050,2.45000,0.08050,0.05_to_0.10_above
YOXLEE,V,N,9,2.63560,2.45000,0.18560,0.10_to_0.20_above
YOZFID,Nb,C,55,3.15001,2.64000,0.51001,more_than_0.20_above
YOZFOJ,Nb,C,25,3.14839,2.64000,0.50839,more_than_0.20_above
YOZFUP,Nb,C,40,3.16001,2.64000,0.52001,more_than_0.20_above
YOZFUP,Nb,N,49,2.57005,2.56200,0.00805,0_to_0.025_above
YUCMAK,Ti,N,12,2.64659,2.47800,0.16859,0.10_to_0.20_above
YUCMAK,Ti,O,4,2.41101,2.34500,0.06601,0.05_to_0.10_above
YUDCUV,Re,S,4,2.62220,2.60300,0.01920,0_to_0.025_above
YUDCUV,Re,S,3,2.62228,2.60300,0.01928,0_to_0.025_above
YUDPET,Ru,P,2,2.52700,2.50600,0.02100,0_to_0.025_above
YUDVEZ,Cr,N,6,2.35705,2.33200,0.02505,0.025_to_0.05_above
YUDWAW,Cr,N,5,2.50800,2.33200,0.17600,0.10_to_0.20_above
YUGFAH,W,C,6,2.50616,2.50200,0.00416,0_to_0.025_above
YUHVIH,Mo,O,35,2.47029,2.44400,0.02629,0.025_to_0.05_above
YUKYUY,V,N,8,2.46959,2.45000,0.01959,0_to_0.025_above
YULBOY,Pt,C,2,3.06842,2.36600,0.70242,more_than_0.20_above
YULBOY,Pt,C,40,3.06842,2.36600,0.70242,more_than_0.20_above
YULBOY,Pt,C,62,3.24312,2.36600,0.87712,more_than_0.20_above
YULBOY,Pt,C,24,3.24320,2.36600,0.87720,more_than_0.20_above
YUVROW,Mo,C,17,3.18389,2.53600,0.64789,more_than_0.20_above
YUXHUU,V,N,6,2.52671,2.45000,0.07671,0.05_to_0.10_above
YUXRIS,V,N,9,2.46319,2.45000,0.01319,0_to_0.025_above
YUXWOD,Re,O,8,2.36473,2.31200,0.05273,0.05_to_0.10_above
ZACSEE,Mo,N,8,2.55450,2.51800,0.03650,0.025_to_0.05_above
ZAJBUH,W,C,7,3.16574,2.50200,0.66374,more_than_0.20_above
ZAKGUN,Mn,C,7,2.36206,2.35700,0.00506,0_to_0.025_above
ZAKGUN,Mn,C,6,2.36390,2.35700,0.00690,0_to_0.025_above
ZAKNII,Zr,C,15,3.53323,2.71700,0.81623,more_than_0.20_above
ZAPXIA,W,N,7,2.52853,2.48100,0.04753,0.025_to_0.05_above
ZAPXIA,W,O,6,2.45125,2.42000,0.03125,0.025_to_0.05_above
ZAXXEB,Pt,C,9,3.19629,2.36600,0.83029,more_than_0.20_above
ZEFNUT,Ir,C,18,2.36570,2.36200,0.00370,0_to_0.025_above
ZEHXIT,Zr,C,14,2.71889,2.71700,0.00189,0_to_0.025_above
ZEHXIT,Zr,C,15,2.72544,2.71700,0.00844,0_to_0.025_above
ZEJNIN,Ru,O,5,2.49069,2.41400,0.07669,0.05_to_0.10_above
ZEJNOT,Ru,Cl,2,2.60479,2.60300,0.00179,0_to_0.025_above
ZEJNOT,Ru,O,4,2.49940,2.41400,0.08540,0.05_to_0.10_above
ZEKKUY,Pt,N,6,2.30631,2.28600,0.02031,0_to_0.025_above
ZELSIV,Re,C,1,2.46334,2.41800,0.04534,0.025_to_0.05_above
ZELSIV,Re,C,9,2.46352,2.41800,0.04552,0.025_to_0.05_above
ZESRUK,Ru,C,8,2.44466,2.39600,0.04866,0.025_to_0.05_above
ZEVGIS,V,N,7,2.48753,2.45000,0.03753,0.025_to_0.05_above
ZIDSUA,Hf,N,2,2.60872,2.55800,0.05072,0.05_to_0.10_above
ZIDTAH,Ti,N,2,2.63164,2.47800,0.15364,0.10_to_0.20_above
ZIGPEK,Mo,O,8,2.67785,2.44400,0.23385,more_than_0.20_above
ZIHMIO,Ir,C,38,2.36625,2.36200,0.00425,0_to_0.025_above
ZIHMIO,Ir,C,33,2.37800,2.36200,0.01600,0_to_0.025_above
ZIHQIS,Pt,P,4,2.46166,2.45100,0.01066,0_to_0.025_above
ZIHQUE,Pt,P,3,2.48728,2.45100,0.03628,0.025_to_0.05_above
ZIJBEB,Ir,C,35,2.37424,2.36200,0.01224,0_to_0.025_above
ZIJBEB,Ir,C,36,2.38818,2.36200,0.02618,0.025_to_0.05_above
ZIJVIX,W,N,7,2.48703,2.48100,0.00603,0_to_0.025_above
ZIJVUJ,W,N,8,2.49140,2.48100,0.01040,0_to_0.025_above
ZIJWAQ,W,N,8,2.49267,2.48100,0.01167,0_to_0.025_above
ZILLIR,Mo,O,7,2.48867,2.44400,0.04467,0.025_to_0.05_above
ZITXUX,Nb,N,6,2.66336,2.56200,0.10136,0.10_to_0.20_above
ZIZWAJ,Zr,N,2,2.63152,2.60400,0.02752,0.025_to_0.05_above
ZOQHIW,W,C,10,2.57451,2.50200,0.07251,0.05_to_0.10_above
ZOQHIW,W,C,11,2.57457,2.50200,0.07257,0.05_to_0.10_above
ZOQTII,Ru,N,6,2.38359,2.33000,0.05359,0.05_to_0.10_above
ZOWYER,Zr,C,9,3.26998,2.71700,0.55298,more_than_0.20_above
ZOZBUL,Ir,O,6,2.50006,2.40800,0.09206,0.05_to_0.10_above
ZUCGOT,Re,C,35,2.42167,2.41800,0.00367,0_to_0.025_above
ZUCGOT,Re,C,34,2.44717,2.41800,0.02917,0.025_to_0.05_above
ZUCGOT,Re,C,11,3.31488,2.41800,0.89688,more_than_0.20_above
ZUCGUZ,Re,C,34,2.46513,2.41800,0.04713,0.025_to_0.05_above
ZUCGUZ,Re,C,17,3.20412,2.41800,0.78612,more_than_0.20_above
ZUDNIX,Mo,O,5,2.49211,2.44400,0.04811,0.025_to_0.05_above
ZUFWAA,Mo,O,7,2.47336,2.44400,0.02936,0.025_to_0.05_above
ZUJQOM,V,N,7,2.48219,2.45000,0.03219,0.025_to_0.05_above
ZUJTUT,Ru,N,3,2.38389,2.33000,0.05389,0.05_to_0.10_above
ZUJTUT,Ru,N,4,2.38394,2.33000,0.05394,0.05_to_0.10_above
ZURFOH,W,C,17,2.54043,2.50200,0.03843,0.025_to_0.05_above
ZURFOH,W,C,20,2.59415,2.50200,0.09215,0.05_to_0.10_above
ZURFOH,W,C,21,2.72454,2.50200,0.22254,more_than_0.20_above
ZURFOH,W,C,6,3.10037,2.50200,0.59837,more_than_0.20_above
ZUSLUW,Ru,O,6,2.48456,2.41400,0.07056,0.05_to_0.10_above
ZUSSAH,Ta,N,8,2.56326,2.53300,0.03026,0.025_to_0.05_above
ZUTKEE,Pd,N,14,2.28550,2.27500,0.01050,0_to_0.025_above
ZUXRAL,Pt,O,2,2.32682,2.29500,0.03182,0.025_to_0.05_above
ZUXRIT,Pd,N,4,2.28565,2.27500,0.01065,0_to_0.025_above
