IDs,metal,motif_class,mechanism_class,oxidation_delta_ilp_minus_reference,full_connectivity_match,metal_connectivity_match,ilp_oxidation,reference_oxidation,ilp_ligands,reference_ligands
BOHDIM,Ag,heterocyclic_carbene_like,coupled_ligand_charge_and_oxidation,2,1,1,3,1,Cc1cccc(C)c1N1[C-2]N(c2c(C)cccc2C)CCCC1 || [I-],Cc1cccc(C)c1N1[C]N(c2c(C)cccc2C)CCCC1 || [I-]
BOHDOS,Ag,heterocyclic_carbene_like,coupled_ligand_charge_and_oxidation,2,1,1,3,1,Cc1cc(C)c(N2[C-2]N(c3c(C)cc(C)cc3C)Cc3ccccc3C2)c(C)c1 || [Br-],Cc1cc(C)c(N2[C]N(c3c(C)cc(C)cc3C)Cc3ccccc3C2)c(C)c1 || [Br-]
BOKDIR,Ru,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,Cc1ccc(C(C)C)cc1 || [Cl-] || [O-]C(NCCc1ccc(O)c(O)c1)=C1C=CC=C[N-]1,Cc1ccc(C(C)C)cc1 || O=C(NCCc1ccc(O)c(O)c1)c1ccccn1 || [Cl-]
BOKPUP,Au,S_Se_donor_no_M_C,metal_disconnection_or_ligand_partition,0,1,1,1,1,CC(C)[P+]([Se-])(c1cc2ccc1CCc1ccc(cc1)CC2)C(C)C || [Cl-],CC(C)P(=[Se])(c1cc2ccc1CCc1ccc(cc1)CC2)C(C)C || [Cl-]
BOKQAW,Au,S_Se_donor_no_M_C,metal_disconnection_or_ligand_partition,0,1,1,1,1,CC(C)[P+]([Se-])(c1cc2ccc1CCc1ccc(cc1)CC2)C(C)C || [Br-],CC(C)P(=[Se])(c1cc2ccc1CCc1ccc(cc1)CC2)C(C)C || [Br-]
BOKQIE,Au,S_Se_donor_no_M_C,metal_disconnection_or_ligand_partition,0,1,1,3,3,CC(C)[P+]([Se-])(c1cc2ccc1CCc1ccc(cc1)CC2)C(C)C || [Cl-] || [Cl-] || [Cl-],CC(C)P(=[Se])(c1cc2ccc1CCc1ccc(cc1)CC2)C(C)C || [Cl-] || [Cl-] || [Cl-]
BOKRAX,Au,S_Se_donor_no_M_C,metal_disconnection_or_ligand_partition,0,1,1,3,3,CC(C)[P+]([Se-])(c1cc2ccc1CCc1ccc(cc1)CC2)C(C)C || [Br-] || [Br-] || [Br-],CC(C)P(=[Se])(c1cc2ccc1CCc1ccc(cc1)CC2)C(C)C || [Br-] || [Br-] || [Br-]
BOLMIB,Rh,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,-2,1,1,1,3,CC(C)(C)c1cccc(-c2cccc(CP(C(C)(C)C)C(C)(C)C)n2)n1 || O=O || [Cl-],CC(C)(C)c1cccc(-c2cccc(CP(C(C)(C)C)C(C)(C)C)n2)n1 || [Cl-] || [O-][O-]
BOLMUM,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,N[C-2]Nc1ccccn1 || [Cl-],N[C]Nc1ccccn1 || [Cl-]
BOLNAT,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CCN([C-2]Nc1c(C)cccc1C)CC || c1ccc([As](c2ccccc2)c2ccccc2)cc1,CCN([C]Nc1c(C)cccc1C)CC || c1ccc([As](c2ccccc2)c2ccccc2)cc1
BONBUC,Co,haptic_or_adjacent_multi_C,metal_disconnection_or_ligand_partition,0,1,1,3,3,CC(=O)N=[P-](c1ccccc1)c1ccccc1 || [I-] || c1cc[cH-]c1,CC([O-])=NP(c1ccccc1)c1ccccc1 || [I-] || c1cc[cH-]c1
BONCIR,Ni,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC([O-])=NP(c1ccccc1)c1ccccc1 || CC([O-])=N[P-2](c1ccccc1)c1ccccc1,CC([O-])=NP(c1ccccc1)c1ccccc1 || CC([O-])=NP(c1ccccc1)c1ccccc1
BOXWOB,Rh,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,3,1,C1=CCCC=CCC1 || Cc1cc(C)c(N2[C-2]N(c3c(C)cc(C)cc3C)CCCC2)c(C)c1 || [Cl-],C1=CCCC=CCC1 || Cc1cc(C)c(N2[C]N(c3c(C)cc(C)cc3C)CCCC2)c(C)c1 || [Cl-]
BOYFOL,Ru,halide_containing_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CCOC(=O)C1=CC=C[N-]C1=C1[N-]C=CC=C1C(=O)OCC || CCOC(=O)c1cccnc1-c1ncccc1C(=O)OCC || [Cl-] || [Cl-],CCOC(=O)c1cccnc1-c1ncccc1C(=O)OCC || CCOC(=O)c1cccnc1-c1ncccc1C(=O)OCC || [Cl-] || [Cl-]
BUCGOX,Pd,halide_containing_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC1=CC(Cl)=c2cc(F)c3c(c2[N-]1)[N-]C(C)=CC=3Cl || [Cl-] || [Cl-],Cc1cc(Cl)c2cc(F)c3c(Cl)cc(C)nc3c2n1 || [Cl-] || [Cl-]
BUCJOZ,Ru,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C[S-2](C)=O || Cc1cc(C)n(-c2cccc(-c3nc4ccccc4[nH]3)n2)n1 || [Cl-] || c1ccc(P(c2ccccc2)c2ccccc2)cc1,CS(C)=O || Cc1cc(C)n(-c2cccc(-c3nc4ccccc4[nH]3)n2)n1 || [Cl-] || c1ccc(P(c2ccccc2)c2ccccc2)cc1
BUTZOG,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CCN([C-2]NC(C)(C)C)CC || [Cl-],CCN([C]NC(C)(C)C)CC || [Cl-]
BUTZUM,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CC(C)(C)N[C-2]N1CCCC1 || [Cl-],CC(C)(C)N[C]N1CCCC1 || [Cl-]
BUVBAW,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CCN([C-2]NC1CCCCC1)CC || [Cl-],CCN([C]NC1CCCCC1)CC || [Cl-]
BUVBEA,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CCN([C-2]NC(C)(C)C)CC || O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCN([C]NC(C)(C)C)CC || O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
BUVBIE,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CCN([C-2]Nc1ccc(OC)cc1)CC || [Cl-],CCN([C]Nc1ccc(OC)cc1)CC || [Cl-]
BUVBOK,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CC(C)(C)N[C-2]NC(C)(C)C || [Cl-],CC(C)(C)N[C]NC(C)(C)C || [Cl-]
BUVCEB,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,Cc1cccc(C)c1N[C-2]N1CCCCC1 || [Cl-],Cc1cccc(C)c1N[C]N1CCCCC1 || [Cl-]
BUVCOL,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CC(N[C-2]NC(C)(C)C)C(C)(C)C || [Cl-],CC(N[C]NC(C)(C)C)C(C)(C)C || [Cl-]
BUVCUR,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CCN([C-2]NC12CC3CC(CC(C3)C1)C2)CC || [Cl-],CCN([C]NC12CC3CC(CC(C3)C1)C2)CC || [Cl-]
BUXMUC,Ru,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CP(c1ccccc1)c1ccccc1P(C)c1ccccc1 || C[S-2](C)=O || [C-]#[O+] || [Cl-] || [Cl-],CP(c1ccccc1)c1ccccc1P(C)c1ccccc1 || CS(C)=O || [C-]#[O+] || [Cl-] || [Cl-]
BUZYEB,Ru,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=C[N-]c2c3c(ccc2=C1)=CC=C[N-]3 || [C-]#[O+] || [Cl-] || c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,[C-]#[O+] || [Cl-] || c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1 || c1cnc2c(c1)ccc1cccnc12
CABSEG,W,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-2,1,1,4,6,CC(=NN=C([O-])c1ccccc1)c1ccccc1[O-] || CO || O=O || [O-2],CC(=NN=C([O-])c1ccccc1)c1ccccc1[O-] || CO || [O-2] || [O-][O-]
CAHHOI,Ni,carbonyl_like,metal_disconnection_or_ligand_partition,0,1,1,0,0,[C-2]([P+](c1ccccc1)(c1ccccc1)c1ccccc1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1 || [C-]#[O+] || [C-]#[O+],C(=P(c1ccccc1)(c1ccccc1)c1ccccc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1 || [C-]#[O+] || [C-]#[O+]
CAHJUT,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CC(C)(C)OC(=O)NN[C-2]NC1CCCCCCCCCCC1 || [Cl-],CC(C)(C)OC(=O)NN[C]NC1CCCCCCCCCCC1 || [Cl-]
CAMSAM,Pd,other_C_bound_ligand,metal_disconnection_or_ligand_partition,0,1,1,2,2,CC(C)Oc1cc[c-]c2c1ccc1cccnc12 || COc1ccc(S(=O)(=O)N=c2cccc3ccc4ccc[n-]c4c23)cc1,CC(C)Oc1cc[c-]c2c1ccc1cccnc12 || COc1ccc(S(=O)(=O)[N-]c2cccc3ccc4cccnc4c23)cc1
CAQZUQ,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CS(C)=O || C[S-2](C)=O || NNC(N)=O || [Cl-] || [Cl-],CS(C)=O || CS(C)=O || NNC(N)=O || [Cl-] || [Cl-]
CASWIC,Ni,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,CSC(=N)N=NC(C)=CC(=O)c1ccccc1 || c1ccncc1,CSC([NH-])=NN=C(C)C=C([O-])c1ccccc1 || c1ccncc1
CAVYAZ,V,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-4,1,1,1,5,O=O || O=O || [O-2] || c1ccc(-c2ccccn2)nc1,[O-2] || [O-][O-] || [O-][O-] || c1ccc(-c2ccccn2)nc1
CECTEM,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,Cc1cccc(C)c1N[C-2]N(C)C || Cc1cccc(C)c1N[C-]=[N+](C)C,Cc1cccc(C)c1N[C]N(C)C || Cc1cccc(C)c1N[C]N(C)C
CEFROU,V,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-2,1,1,3,5,O=C([O-])c1ccccn1 || O=O || [O-2] || c1ccc(-c2ccccn2)nc1,O=C([O-])c1ccccn1 || [O-2] || [O-][O-] || c1ccc(-c2ccccn2)nc1
CEHQIP,Pt,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,[CH3-] || [CH3-] || c1ccn(P(n2cccc2)n2cccc2)c1 || c1ccn([P-2](n2cccc2)n2cccc2)c1,[CH3-] || [CH3-] || c1ccn(P(n2cccc2)n2cccc2)c1 || c1ccn(P(n2cccc2)n2cccc2)c1
CEKWAT,Zn,N_O_only_coordination,metal_disconnection_or_ligand_partition,0,1,1,2,2,C[N+](=O)C=C1C=CC=C[N-]1 || C[N+](=O)C=C1C=CC=C[N-]1 || O=[N+]([O-])[O-] || O=[N+]([O-])[O-],C[N+]([O-])=Cc1ccccn1 || C[N+]([O-])=Cc1ccccn1 || O=[N+]([O-])[O-] || O=[N+]([O-])[O-]
CELHAD,Ni,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,CCOC(N=C(N=NC(C)=CC(C)=O)SC)c1ccccc1P(c1ccccc1)c1ccccc1,CCOC([N-]C(=NN=C(C)C=C(C)[O-])SC)c1ccccc1P(c1ccccc1)c1ccccc1
CELNIS,V,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-2,1,1,3,5,O=O || [O-2] || [O-]O || c1cnc2c(c1)ccc1cccnc12,[O-2] || [O-]O || [O-][O-] || c1cnc2c(c1)ccc1cccnc12
CENXOK,Pd,heterocyclic_carbene_like,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC1=C[C-2]N(c2ccccc2)N1C || [Br-] || [Br-] || c1ccncc1,CC1=C[C]N(c2ccccc2)N1C || [Br-] || [Br-] || c1ccncc1
CENYEB,Pd,heterocyclic_carbene_like,feature_extraction_failure,,0,0,,2,,
CEPHAI,Mo,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,-2,1,1,4,6,Cc1ccc(C)[n-]1 || Cc1cccc(C)c1[N-2] || [CH2-]C(C)(C)c1ccccc1 || c1ccc(-c2ccccn2)nc1,Cc1ccc(C)[n-]1 || Cc1cccc(C)c1[N-2] || [C-3]C(C)(C)c1ccccc1 || c1ccc(-c2ccccn2)nc1
CEQRIZ,Ru,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,4,1,1,6,2,CC[B-2]1C(CC)=C(CC)[B-2](CC)[C-]1C || Cc1c(C)c(C)[c-](C)c1C || [C-]#[N+]C(C)(C)C,CCB1C(C)=[B-](CC)C(CC)=C1CC || Cc1c(C)c(C)[c-](C)c1C || [C-]#[N+]C(C)(C)C
CERQAT,Au,heterocyclic_carbene_like,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CC(C)c1cccc(C(C)C)c1N1[C-2]N(c2c(C(C)C)cccc2C(C)C)CCCC1 || [Cl-],CC(C)c1cccc(C(C)C)c1N1[C]N(c2c(C(C)C)cccc2C(C)C)CCCC1 || [Cl-]
CERWIH,Pd,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,Cc1cccc(C)c1N[C]Nc1ccccc1[C-2]Nc1c(C)cccc1C || [Cl-] || [Cl-],Cc1cccc(C)c1N[C]Nc1ccccc1[C]Nc1c(C)cccc1C || [Cl-] || [Cl-]
CEVMAU,Zn,S_Se_donor_no_M_C,metal_disconnection_or_ligand_partition,0,1,1,2,2,CCCC[P+]([Se-])(CCCC)CCCC || CCCC[P+]([Se-])(CCCC)CCCC || [Cl-] || [Cl-],CCCCP(=[Se])(CCCC)CCCC || CCCCP(=[Se])(CCCC)CCCC || [Cl-] || [Cl-]
CEWGOD,Pd,C_N_donor_cyanide_or_isocyanide,coupled_ligand_charge_and_oxidation,2,1,1,4,2,Cc1cc(C)c(N[C-2]N2CCCCC2)c(C)c1 || [C-]#[N+]c1c(C)cc(C)cc1C || [Cl-] || [Cl-],Cc1cc(C)c(N[C]N2CCCCC2)c(C)c1 || [C-]#[N+]c1c(C)cc(C)cc1C || [Cl-] || [Cl-]
CEWGUJ,Pd,C_N_donor_cyanide_or_isocyanide,coupled_ligand_charge_and_oxidation,2,1,1,4,2,Cc1cc(C)c(N[C-2]N2CCOCC2)c(C)c1 || [C-]#[N+]c1c(C)cc(C)cc1C || [Cl-] || [Cl-],Cc1cc(C)c(N[C]N2CCOCC2)c(C)c1 || [C-]#[N+]c1c(C)cc(C)cc1C || [Cl-] || [Cl-]
CHVICR,Cr,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,C=C([C-2]NC1CCCCC1)OC || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],C=C([C]NC1CCCCC1)OC || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
CIBTUF,Ru,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CCn1c2ccccc2c2cc([N-]C=C3C=CC=C[N-]3)ccc21 || Cc1ccc(C(C)C)cc1 || [I-],CCn1c2ccccc2c2cc(N=Cc3ccccn3)ccc21 || Cc1ccc(C(C)C)cc1 || [I-]
CIFCOM,Pd,C_N_donor_cyanide_or_isocyanide,coupled_ligand_charge_and_oxidation,2,1,1,4,2,Cc1cccc(C)c1N[C-2]Nc1ccc(I)cc1 || [C-]#[N+]c1c(C)cccc1C || [Cl-] || [Cl-],Cc1cccc(C)c1N[C]Nc1ccc(I)cc1 || [C-]#[N+]c1c(C)cccc1C || [Cl-] || [Cl-]
CIFHAD,Pt,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,COc1ccc[c-]c1NC(=Nc1ccccc1OC)Nc1ccccc1OC || C[S-2](C)=O || O=C([O-])C(F)(F)F,COc1ccc[c-]c1NC(=Nc1ccccc1OC)Nc1ccccc1OC || CS(C)=O || O=C([O-])C(F)(F)F
CIFPUE,Ru,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,FC(F)(F)c1ccc([C-]=CN2[C-2]C=CC=C2)cc1 || c1cc[cH-]c1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1,FC(F)(F)c1ccc([C-]=CN2[C]C=CC=C2)cc1 || c1cc[cH-]c1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1
CIFQEP,Ru,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,[C-2]1C=CC=CN1C=Cc1ccccc1 || c1cc[cH-]c1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1,[C]1C=CC=CN1C=Cc1ccccc1 || c1cc[cH-]c1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1
CIFTER,Au,heterocyclic_carbene_like,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CN1[C-2]C=C(c2ccccc2)N1C || [Cl-],CN1[C]C=C(c2ccccc2)N1C || [Cl-]
CIFTOB,Au,heterocyclic_carbene_like,metal_disconnection_or_ligand_partition,0,1,1,3,3,Cn1c(-c2ccccc2)c[c-][n+]1C || [Cl-] || [Cl-] || [Cl-],CN1[C]C=C(c2ccccc2)N1C || [Cl-] || [Cl-] || [Cl-]
CIGCOK,Au,heterocyclic_carbene_like,coupled_ligand_charge_and_oxidation,2,1,1,3,1,[C-2]1NC(c2ccccc2)CO1 || [C-]#N,[C-]#N || [C]1NC(c2ccccc2)CO1
CIHYUP,Pt,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CN(C)CCN(C)C || C[S-2](C)=O || O=[N+]([O-])[O-],CN(C)CCN(C)C || CS(C)=O || O=[N+]([O-])[O-]
CIJWUN,Cr,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,COC1(C)C([N-]C2CCCCC2)=C([N-]C2CCCCC2)C1(C)OC || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],COC1(C)C(=NC2CCCCC2)C(=NC2CCCCC2)C1(C)OC || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
CIMLUG,Ir,heterocyclic_carbene_like,coupled_ligand_charge_and_oxidation,2,1,1,3,1,[C-2]1N(C2CCCCC2)CCCCN1C1CCCCC1 || [C-]#[O+] || [C-]#[O+] || [Cl-],[C-]#[O+] || [C-]#[O+] || [C]1N(C2CCCCC2)CCCCN1C1CCCCC1 || [Cl-]
CIMMER,Pt,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,2,0,C1=CC2CCC1C2 || C1=CC2CCC1C2 || [C-2]1N(C2CCCCC2)CCCCN1C1CCCCC1,C1=CC2CCC1C2 || C1=CC2CCC1C2 || [C]1N(C2CCCCC2)CCCCN1C1CCCCC1
CIRXAC,Mo,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-4,1,1,2,6,O=O || O=O || [O-2] || c1ccc(-c2ccccn2)nc1,[O-2] || [O-][O-] || [O-][O-] || c1ccc(-c2ccccn2)nc1
CISTAC,Ru,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=C[N-]C(=C2C=CC=C[N-]2)C=C1 || O=S(=O)([O-])[O-] || c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,O=S(=O)([O-])[O-] || c1ccc(-c2ccccn2)nc1 || c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1
CISTEG,Ru,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=C[N-]C(=C2C=CC=C[N-]2)C=C1 || O=C([O-])[O-] || c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-] || c1ccc(-c2ccccn2)nc1 || c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1
CITFUI,Pd,C_N_donor_cyanide_or_isocyanide,coupled_ligand_charge_and_oxidation,2,1,1,4,2,[C-2](NN=C(c1ccccc1)c1ccccc1)NC1CCCCC1 || [C-]#[N+]C1CCCCC1 || [Cl-] || [Cl-],[C-]#[N+]C1CCCCC1 || [C](NN=C(c1ccccc1)c1ccccc1)NC1CCCCC1 || [Cl-] || [Cl-]
CIVLUP,Ni,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,N#CC(=C=[N-])c1ccc([C-2]C(=C(C#N)C#N)c2ccccc2)cc1 || c1cc[cH-]c1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1,N#CC(C#N)=C([C-]=c1ccc(=C(C#N)C#N)cc1)c1ccccc1 || c1cc[cH-]c1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1
CIXZAM,Ni,halide_containing_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC([N-]c1c(C(C)C)cccc1C(C)C)=C(C)[N-]c1c(C(C)C)cccc1C(C)C || [Br-] || [Br-],CC(=Nc1c(C(C)C)cccc1C(C)C)C(C)=Nc1c(C(C)C)cccc1C(C)C || [Br-] || [Br-]
CODZAX,Ru,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,4,1,1,6,2,CSc1c(-c2ccccc2)[c-2]c(N=[S-3]C)c1C#N || c1cc[cH-]c1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1,CSN=C1[C-]=C(c2ccccc2)C(SC)=C1C#N || c1cc[cH-]c1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1
COFTUN,Pd,C_N_donor_cyanide_or_isocyanide,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC(=O)C=C(C)Nc1ccccc1[C-2]NC(C)(C)C || [C-]#[N+]C(C)(C)C || [I-] || [I-],CC(=O)C=C(C)Nc1ccccc1[C]NC(C)(C)C || [C-]#[N+]C(C)(C)C || [I-] || [I-]
COHMIW,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CN[C-2]NCCO || C[NH+]=[C-]NCCO,CN[C]NCCO || CN[C]NCCO
COKVAC,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,Cc1cccc(C)c1N[C-2]NCc1ccccn1 || [Cl-],Cc1cccc(C)c1N[C]NCc1ccccn1 || [Cl-]
COKWOO,Ru,N_O_only_coordination,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=C[N-]C(=C2C=CC=C[N-]2)C=C1 || CC(O)C(N)C(=O)[O-] || c1ccc(-c2ccccn2)nc1,CC(O)C(N)C(=O)[O-] || c1ccc(-c2ccccn2)nc1 || c1ccc(-c2ccccn2)nc1
CORSEJ,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,4,1,1,6,2,C[S-2](C)=O || C[S-2](C)=O || O=C(NN=Cc1c(O)ccc2ccccc12)c1cccs1 || [Cl-] || [Cl-],CS(C)=O || CS(C)=O || O=C(NN=Cc1c(O)ccc2ccccc12)c1cccs1 || [Cl-] || [Cl-]
CORTIO,Pd,C_N_donor_cyanide_or_isocyanide,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC(C)(C)OC(=O)C1CCCN1[C-2]NC1CCCCC1 || [C-]#[N+]C1CCCCC1 || [Cl-] || [Cl-],CC(C)(C)OC(=O)C1CCCN1[C]NC1CCCCC1 || [C-]#[N+]C1CCCCC1 || [Cl-] || [Cl-]
CORTOU,Pd,C_N_donor_cyanide_or_isocyanide,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC(C)(C)OC(=O)C1CCCN1[C-2]NC1CCCCC1 || [C-]#[N+]C1CCCCC1 || [I-] || [I-],CC(C)(C)OC(=O)C1CCCN1[C]NC1CCCCC1 || [C-]#[N+]C1CCCCC1 || [I-] || [I-]
COSHEZ,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CS(C)=O || C[S-2](C)=O || O=C(NN=Cc1c(O)ccc2ccccc12)c1ccccc1 || [Cl-] || [Cl-],CS(C)=O || CS(C)=O || O=C(NN=Cc1c(O)ccc2ccccc12)c1ccccc1 || [Cl-] || [Cl-]
COSJEB,Pd,halide_containing_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,Cc1ccc([N-]c2cc(O)c(Nc3ccc(C)cc3)cc2[N-]c2ccc(C)cc2)cc1 || [Cl-] || [Cl-],Cc1ccc(N=C2C=C(O)C(Nc3ccc(C)cc3)=CC2=Nc2ccc(C)cc2)cc1 || [Cl-] || [Cl-]
COYMAF,Ni,N_O_only_coordination,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CCc1c2[n-]c(c1CC)-c1[n-]c(c(CC)c1CC)C=c1[n-]c(c(CC)c1CC)=c1[n-]c(c(CC)c1CC)=CC=C2,CCC1=C(CC)c2nc1cc1[n-]c(c3nc(cccc4[n-]c2c(CC)c4CC)C(CC)=C3CC)c(CC)c1CC
CPMNTI,Ti,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,-2,1,1,2,4,N#CC(=S)C(=S)C#N || c1cc[cH-]c1 || c1cc[cH-]c1,N#CC([S-])=C([S-])C#N || c1cc[cH-]c1 || c1cc[cH-]c1
CUKROR,Pd,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,Cc1ccc2c(c1)P([O-])([O-])=C(c1ccccc1P(c1ccccc1)c1ccccc1)[N-]2 || [Cl-] || [Cl-],Cc1ccc2c(c1)P(=O)([O-])C(c1ccccc1P(c1ccccc1)c1ccccc1)=N2 || [Cl-] || [Cl-]
CUSBID,Mo,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,6,4,C1=C[N-]C(=C2C=CC=C[N-]2)C=C1 || N#CC([S-])=C([S-])C#N || [O-2] || [Se-]c1ccccc1,N#CC([S-])=C([S-])C#N || [O-2] || [Se-]c1ccccc1 || c1ccc(-c2ccccn2)nc1
CUSBOJ,Mo,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,-2,1,1,2,4,N#CC(=S)C(=S)C#N || [O-2] || [Se-]c1ccccc1 || c1cnc2c(c1)ccc1cccnc12,N#CC([S-])=C([S-])C#N || [O-2] || [Se-]c1ccccc1 || c1cnc2c(c1)ccc1cccnc12
CZBACR,Cr,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,CCN([C-2]C(C)C(=NC)c1ccccc1)CC || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],CCN([C]C(C)C(=NC)c1ccccc1)CC || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
DAHVIR,Ni,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,N#Cc1ncccnc(C#N)c(C#N)ncccnc1C#N,N#CC1=C(C#N)[N-]C=CC=NC(C#N)=C(C#N)[N-]C=CC=N1
