IDs,charge,status,ilp_seconds,n_atoms,rdkit_parse_ok,error,smiles_ilp,treatment,edge_changed,result_source
ACEQAA,0,ok,0.0600,31,1,,[Pt+2]1(<-n2c([H])c([H])c(Cl)c3c2c2c(c([H])c3[H])c([H])c([H])c3c2n->1c([H])c([H])c3Cl)(Cl)Cl,ligand_only,0,baseline_reused
ACEWEK,0,ok,0.0805,44,1,,[Rh+3]1234(<-P(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(Cl)(<-C5(C([H])([H])[H])=C->1(C([H])([H])[H])C2(C([H])([H])[H])C->3(C([H])([H])[H])=C->45C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
ACEWIO,0,ok,0.1118,85,1,,[Ni+2]12(SC(SC([H])([H])[H])=NN->1=C([H])c1c([H])c([H])c(N(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H])SC(SC([H])([H])[H])=NN->2=C([H])c1c([H])c([H])c(N(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],ligand_only,0,baseline_reused
ACEZAJ,0,ok,0.0714,48,1,,[Au+](Cl)<-P(c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H])(c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H])c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H],ligand_only,0,baseline_reused
ACIFEY,0,ok,0.0766,63,1,,[Zn+2](<-n1c([H])c([H])nc2c1C1([H])C([H])([H])C([H])([H])C2(C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])[H])(<-n1c([H])c([H])nc2c1C1([H])C([H])([H])C([H])([H])C2(C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])[H])(Br)Br,ligand_only,0,baseline_reused
ACIHUP,0,ok,0.0543,50,1,,[Mo]12(<-P3(C([H])([H])C(OC([H])([H])[H])([H])[H])C([H])([H])C([H])([H])C([H])([H])P->1([H])C([H])([H])C([H])([H])C([H])([H])P->2([H])C([H])([H])C([H])([H])C3([H])[H])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],ligand_only,0,baseline_reused
ACILAZ,0,ok,0.0475,48,1,,[Mo+6]12(<-N(=C([H])c3c(c([H])c([H])c([H])c3[H])O1)C1([H])OC3([H])C([H])(C([H])(O[H])C1([H])O2)OC([H])(C([H])([H])[H])OC3([H])[H])(=O)=O.O([H])C([H])([H])[H],ligand_only,0,baseline_reused
ACINIM,0,ok,0.0528,33,1,,[Au+3]1(C2=C(c3c([H])c([H])c([H])c([H])n->13)OC([H])(OC([H])([H])[H])c1c2c([H])c([H])c([H])c1[H])(Cl)Cl,ligand_only,0,baseline_reused
ACIQEK,0,ok,0.0825,58,1,,I[Cu+](<-S=C(N(N=C(c1oc([H])c([H])c1[H])[H])[H])N([H])c1c([H])c([H])c([H])c([H])c1[H])<-S=C(N(N=C(c1oc([H])c([H])c1[H])[H])[H])N([H])c1c([H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
ACISOU,0,ok,0.0977,61,1,,[Fe+2]123(Cl)(<-n4c5c([H])c([H])c([H])c4C([H])([H])N->1(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c1n->2c(c([H])c([H])c1[H])C([H])([H])N->3(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C5([H])[H])Cl,ligand_only,0,baseline_reused
ACITUB,0,ok,0.0552,39,1,,[Pd+2](Cl)(<-n1c([H])c(C(=O)N([H])C([H])([H])[H])c([H])c([H])c1[H])(Cl)<-n1c([H])c(C(=O)N([H])C([H])([H])[H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
ACIVIU,0,ok,0.0915,65,1,,[Pd+2](<-n1n([H])c2c(c1[H])c([H])c([H])c([H])c2[H])(Cl)(Cl)<-C1N(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])=C([H])N1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H],ligand_only,0,baseline_reused
ACIVOA,0,ok,0.1114,77,1,,[Pd+2](Cl)(Cl)(<-n1n([H])c([H])c([H])c1[H])<-C1N(c2c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2C([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C([H])N1c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
ACIWER,0,ok,0.1210,67,1,,[Pd+2](<-n1n([H])c2c(c1[H])c([H])c([H])c([H])c2[H])(Cl)(Cl)<-C1N(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])([H])C([H])([H])N1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H],ligand_only,0,baseline_reused
ACIWUH,1,ok,0.0587,37,1,,[Pd+2]12(<-n3c(-c4n->1c([H])c([H])c([H])c4[H])c([H])c([H])c([H])c3[H])c1c(C(N->2([H])[H])([H])[H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
ACNCFE,0,ok,0.0496,29,1,,C12([H])C([H])(c3c4c(c([H])c([H])c3[H])c([H])c([H])c([H])c41)[Fe+2]2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],ligand_only,0,baseline_reused
ACOBOM,0,ok,0.0596,53,1,,[Pt+2](Cl)(Cl)(<-P(OC([H])([H])C([H])([H])[H])(OC([H])([H])C([H])([H])[H])OC([H])([H])C([H])([H])[H])<-P(OC([H])([H])C([H])([H])[H])(OC([H])([H])C([H])([H])[H])OC([H])([H])C([H])([H])[H],ligand_only,0,baseline_reused
ACOFAZ,0,ok,0.3546,32,1,,[Fe+2]1234(C#N)(<-[C-]#[O+])(<-[C-]#[O+])<-C5(C([H])([H])[H])=C->1(C([H])([H])[H])C2(C([H])([H])[H])C->3(C([H])([H])[H])=C->45C([H])([H])[H],ligand_only,0,baseline_reused
ACOLOW,0,ok,0.1640,57,1,,[Os+6]12(=O)(=O)(Oc3c(=O->1)c1c([H])c([H])c([H])c([H])c1oc3-c1c([H])c([H])c([H])c([H])c1[H])Oc1c(=O->2)c2c([H])c([H])c([H])c([H])c2oc1-c1c([H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
ACOMUA,1,ok,0.4378,82,1,,[Fe+2]12345(<-P(C([H])([H])C(P->1(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(<-p16p7p1p67)<-C1(C([H])([H])[H])=C->2(C([H])([H])[H])C->3(C([H])([H])[H])=C->4(C([H])([H])[H])C51C([H])([H])[H],ligand_only,0,baseline_reused
ACORAM,0,ok,0.0989,77,1,,[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[N+]C([H])([H])C([H])([H])C([H])([H])C(N1C([H])([H])C([H])([H])N(c2c([H])c([H])c([H])c([H])c2OC([H])([H])[H])C([H])([H])C1([H])[H])([H])[H].S=c1n([B-](n2c(=S)n(C([H])([H])[H])c([H])c2[H])([H])[H])c([H])c([H])n1C([H])([H])[H],ligand_only,0,baseline_reused
ACOSAM,0,ok,0.0482,40,1,,[Ru+2]123(Cl)(Cl)(<-n4c([H])c([H])c([H])c([H])c4[H])(<-n4c([H])c([H])c([H])c([H])c4[H])<-C4([H])=C->1([H])C1([H])C->2([H])=C->3([H])C4([H])C1([H])[H],ligand_only,0,baseline_reused
ACOSEQ,0,ok,0.1643,83,1,,[Ru+2]1(Cl)(Cl)(<-P(C([H])(C(P->1(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])([H])C([H])([H])[H])C([H])([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(<-n1c([H])c([H])c([H])c([H])c1[H])<-n1c([H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
ACOSOA,0,ok,0.1626,83,1,,[Ru+2]12(Cl)(Cl)(<-P3(c4c(P->15C(C([H])([H])[H])([H])C([H])([H])C([H])([H])C5([H])C([H])([H])[H])c([H])c([H])c([H])c4[H])C(C([H])([H])[H])([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[H])<-N([H])([H])C([H])(C(N->2([H])[H])([H])c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
ACOVAR,1,ok,0.1782,47,1,,[Ru+2]123(Cl)(<-n4c(-c5n([H])c([H])c([H])n->15)n([H])c([H])c4[H])<-n1c(-c4n->2c([H])c([H])c([H])c4[H])c([H])c([H])c([H])c1-c1n->3c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
ACOZIE,1,ok,0.0489,47,1,,[Co+3]12(<-N([H])([H])C3([H])C(N->1([H])[H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])(<-N([H])([H])C1([H])C(N->2([H])[H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])(Cl)Cl,ligand_only,0,baseline_reused
ACOZOJ,0,ok,0.0872,57,1,,[Zn+2](Cl)(Cl)(<-n1c([H])c([H])n(C([H])([H])n2c3c([H])c([H])c([H])c([H])c3nn2)c1C([H])([H])[H])<-n1c([H])c([H])n(C([H])([H])n2c3c([H])c([H])c([H])c([H])c3nn2)c1C([H])([H])[H],ligand_only,0,baseline_reused
ACPIPR,0,ok,0.1272,73,1,,Cl[Re+5](Cl)(Cl)(=Nc1c([H])c([H])c(C(C([H])([H])[H])=O)c([H])c1[H])(<-P(c1c([H])c([H])c([H])c([H])c1[H])(C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H])<-P(c1c([H])c([H])c([H])c([H])c1[H])(C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H],ligand_only,0,baseline_reused
ACPIRE,0,ok,0.0337,33,1,,[Re+3](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(=C(N(c1c([H])c([H])c([H])c([H])c1[H])[H])C([H])([H])[H])C(=O)C([H])([H])[H],ligand_only,0,baseline_reused
ACPMNA,0,ok,0.0718,52,1,,[Mn+](<-P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])C(C(=O)C([H])([H])[H])([H])[H],ligand_only,0,baseline_reused
ACPYZN,0,ok,0.0486,35,1,,[Zn+2](Cl)(Cl)(<-n1c([H])c([H])c(C(C([H])([H])[H])=O)c([H])c1[H])<-n1c([H])c([H])c(C(C([H])([H])[H])=O)c([H])c1[H],ligand_only,0,baseline_reused
ACUCAD,0,ok,0.0908,75,1,,[Pd+2](Cl)(<-N(=C1C2([H])C(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C1=O)C([H])([H])C2([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])(<-N(=C1C(=O)C2(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])C([H])([H])C2([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])Cl,ligand_only,0,baseline_reused
ACUCIM,0,ok,0.0816,31,1,,[Pt+2]1(I)(I)<-n2c(-c3nc([H])c([H])nc3-c3n->1c([H])c([H])c([H])c3[H])c([H])c([H])c([H])c2[H],ligand_only,0,baseline_reused
ACUJEP,0,ok,0.0578,45,1,,[Cd+2](Br)(Br)(<-n1c(C(=O)OC(C([H])([H])[H])([H])[H])c(C([H])([H])[H])n([H])c1[H])<-n1c(C(=O)OC(C([H])([H])[H])([H])[H])c(C([H])([H])[H])n([H])c1[H],ligand_only,0,baseline_reused
ACUJUG,0,ok,0.0566,49,1,,[V+3]12(=O)(Oc3c([H])c([H])c([H])c4c([H])c([H])c([H])nc34)<-O=C(c3c([H])c([H])c([H])c([H])c3N([H])[H])N=N->1C(=C(C(C([H])([H])[H])=O->2)[H])C([H])([H])[H],ligand_only,0,baseline_reused
ACUKOB,0,ok,0.0825,56,1,,[V+3]12(Oc3c4nc([H])c([H])c([H])c4c([H])c([H])c3[H])(=O)<-O=C(c3c([H])c([H])c([H])c([H])c3[H])C([H])=C(C([H])([H])[H])N->1=NC(=O->2)c1c([H])c([H])c([H])c([H])c1N([H])[H],ligand_only,0,baseline_reused
ACUROG,0,ok,0.0638,44,1,,[Re+]1(<-n2c([H])c([H])c(C([H])([H])[H])c([H])c2-c2n->1c([H])c([H])c(C([H])([H])[H])c2[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])OC(C([H])=C([H])C(O[H])=O)=O,ligand_only,0,baseline_reused
ACUROI,1,ok,0.0598,57,1,,[Ir+3]123(<-n4c(-c5n->1c([H])c([H])n5C([H])([H])[H])n(C([H])([H])[H])c([H])c4[H])(<-n1c(-c4sc([H])c([H])c42)c([H])c([H])c([H])c1[H])<-n1c(-c2sc([H])c([H])c23)c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
ACUSAS,0,ok,0.0658,48,1,,[Pd+4]1(Cl)(Cl)=P(N([H])C([H])(C(=O)OC([H])([H])[H])C([H])([H])C([H])([H])S->1C([H])([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
ACUSIA,0,ok,0.1631,59,1,,[Re+5]12(Cl)(<-P(c3c([H])c([H])c([H])c([H])c3[H])(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])(=O)<-N(=C([H])c3c(c([H])c([H])c([H])c3[H])O1)N=C(SC([H])([H])[H])S2,ligand_only,0,baseline_reused
ACUSUP,0,ok,0.0711,27,1,,[Pd+2]1(Cl)(Cl)<-n2c([H])c(N([H])[H])c([H])c([H])c2-c2n->1c([H])c(N([H])[H])c([H])c2[H],ligand_only,0,baseline_reused
ACUWOK,0,ok,0.0306,24,1,,[Pt+2]1(Cl)(Cl)<-S2C([H])([H])C([H])([H])SC([H])([H])C([H])([H])S->1C([H])([H])C2([H])[H],ligand_only,0,baseline_reused
ACUWUQ,0,ok,0.0305,24,1,,[Pt+2]1(Br)(Br)<-S2C([H])([H])C([H])([H])S->1C([H])([H])C([H])([H])SC([H])([H])C2([H])[H],ligand_only,0,baseline_reused
ACUXAX,0,ok,0.0311,24,1,,[Pt+2]1(I)(I)<-S2C([H])([H])C([H])([H])SC([H])([H])C([H])([H])S->1C([H])([H])C2([H])[H],ligand_only,0,baseline_reused
ACUZEG,1,ok,0.0295,33,1,,[Co+3]12(Cl)(<-N([H])([H])C([H])([H])C([H])([H])C([H])([H])N->1([H])[H])(Cl)<-N([H])([H])C([H])([H])C([H])([H])C([H])([H])N->2([H])[H],ligand_only,0,baseline_reused
ACUZII,0,ok,0.0412,23,1,,[Fe+2]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C1=O,ligand_only,0,baseline_reused
ACUZIK,0,ok,0.1805,60,1,,C1(=C(->[Pt+2]<-12(C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])n1c3c([H])c([H])c([H])c([H])c3c([H])c1-c1c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])n->21)([H])[H])([H])[H],ligand_only,0,baseline_reused
ADADIS,0,ok,0.4077,84,1,,[Ru+2]1234(SC#Cc5c([H])c([H])c([H])c([H])c5[H])(<-P(C(C([H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H])(<-P(C(C([H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H])<-C5(C([H])([H])[H])=C->1(C([H])([H])[H])C->2(C([H])([H])[H])=C->3(C([H])([H])[H])C45C([H])([H])[H],ligand_only,0,baseline_reused
ADAHOD,1,ok,0.0391,25,1,,[Ag+](<-n1c([H])c([H])n([H])c1C([H])([H])[H])<-n1c([H])c([H])n([H])c1C([H])([H])[H],ligand_only,0,baseline_reused
ADANEB,1,ok,0.1239,63,1,,[Ru+2]123456(Cl)(<-n7c(N8C->1N(C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])=C8[H])c([H])c([H])c([H])c7[H])<-c1(C([H])([H])[H])c->2(C([H])([H])[H])c->3(C([H])([H])[H])c->4(C([H])([H])[H])c->5(C([H])([H])[H])c->61C([H])([H])[H],ligand_only,0,baseline_reused
ADANOJ,0,ok,0.3649,67,1,,[Zr+4]12345678(Cl)(N(C(=C([H])[H])c9c([H])c([H])c([H])c([H])c9[H])c9c(C(C([H])([H])[H])(C([H])([H])[H])[H])c([H])c([H])c([H])c9C(C([H])([H])[H])(C([H])([H])[H])[H])(<-C9([H])=C->1([H])C->2([H])=C->3([H])C49[H])<-C1([H])=C->5([H])C->6([H])=C->7([H])C81[H],ligand_only,0,baseline_reused
ADAQUU,0,ok,0.1762,62,1,,c1(-n2c([H])c3C([H])=N4C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N5=C([H])c6c([H])n(-c7c([H])c([H])c([H])c([H])c7[H])nn6->[Fe+2]<-4<-5(<-n3n2)(N=C=S)N=C=S)c([H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
ADASII,0,ok,0.0424,30,1,,[Zn+2]1(Br)(Br)Oc2c(C(=N->1C([H])([H])C([N+]([H])([H])C([H])([H])[H])([H])[H])[H])c([H])c([H])c([H])c2[H],ligand_only,0,baseline_reused
ADAVUZ,0,reference_graph_unavailable,0.000000,42,0,mapped graph differs from stored Hückel SMILES,,ligand_only,0,unavailable
ADAWIO,1,ok,0.0535,37,1,,[Cd+2]123(I)<-n4c([H])c([H])c([H])c([H])c4C([H])=N->1C([H])([H])C([H])([H])C([H])([H])N->2=C([H])c1n->3c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
ADAZAI,1,ok,0.0670,48,1,,[Ru+2]123456(Cl)(<-c7(C([H])(C([H])([H])[H])C([H])([H])[H])c->1([H])c->2([H])c->3(C([H])([H])[H])c->4([H])c->57[H])<-N1([H])C([H])(C(N->6([H])[H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],ligand_only,0,baseline_reused
ADEBAN,0,ok,0.1040,37,1,,[Pd+2](Cl)(<-N([H])(C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H])(Cl)<-N([H])(C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
ADEBET,0,ok,0.0702,41,1,,[Pd+2]1(Cl)(<-N([H])(C([H])([H])c2c1c([H])c([H])c([H])c2[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])<-n1c([H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
ADEBUH,0,ok,0.1316,61,1,,[Pd+2]1(<-P(c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C(P->1(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])([H])[H])(O[N+]([O-])=O)O[N+](=O)[O-],ligand_only,0,baseline_reused
ADEFIZ,1,ok,0.0455,41,1,,C1([H])([H])C([H])([H])N2([H])->[Co+3]34(<-N1([H])C([H])([H])C([H])([H])C([H])([H])N->3([H])C([H])([H])C([H])([H])N->4([H])C([H])([H])C([H])([H])C2([H])[H])(Cl)Cl,ligand_only,0,baseline_reused
ADEKUS,1,ok,0.0941,82,1,,[Fe+2]12(Cl)(<-P(C(C(N->1([H])C(C(P->2(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])(<-C=NC([H])(C([H])([H])[H])C([H])([H])[H])<-C=NC([H])(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
ADEPIJ,0,ok,0.0671,49,1,,[Ti+4]1234(<-N(=C(C([H])([H])[H])c5c(c([H])c([H])c([H])c5[H])O1)C([H])([H])C([H])([H])O2)<-N(=C(C([H])([H])[H])c1c(c([H])c([H])c([H])c1[H])O3)C([H])([H])C([H])([H])O4,ligand_only,0,baseline_reused
ADESEH,0,ok,0.0299,23,1,,[Ta+5](Cl)(Cl)(Cl)(Cl)(<-O1C([H])([H])C([H])([H])C([H])([H])C1([H])[H])N=P(Cl)(Cl)Cl,ligand_only,0,baseline_reused
ADETIO,0,ok,0.0660,45,1,,[Au+](Cl)<-P(c1c([H])c([H])c([H])c([H])c1C(F)(F)F)(c1c([H])c([H])c([H])c([H])c1C(F)(F)F)c1c([H])c([H])c([H])c([H])c1C(F)(F)F,ligand_only,0,baseline_reused
ADETOV,0,ok,0.1044,81,1,,[Zn+2](Cl)(Cl)(<-n1c([H])n(C([H])([H])[H])c([H])c1C([H])([H])C1([H])C([H])([H])OC(=O)C1([H])C(O[H])([H])c1c([H])c([H])c([H])c([H])c1[H])<-n1c([H])n(C([H])([H])[H])c([H])c1C([H])([H])C1([H])C([H])([H])OC(=O)C1([H])C(O[H])([H])c1c([H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
ADEVIQ,0,ok,0.1070,85,1,,[Au+](<-C1N(c2c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2C([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C([H])N1c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H])C#Cc1c(C#C[H])c([H])c(OC([H])([H])[H])c([H])c1[H],ligand_only,0,baseline_reused
ADIBUL,0,ok,0.1047,64,1,,[Pt+4]1(=P(N(c2n->1c([H])c([H])c([H])c2[H])C(P(=O)(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(Cl)Cl,ligand_only,0,baseline_reused
ADIJAZ,0,ok,0.0518,59,1,,[Pd+2](Cl)(Cl)<-P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H].N(C([H])([H])C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],ligand_only,0,baseline_reused
ADINOS,1,ok,0.1400,71,1,,[Pd+2]12(SC(=NN->1=C([H])c1c(=O->2)n([H])c2c(c1[H])c([H])c(OC([H])([H])[H])c([H])c2[H])N([H])C([H])([H])C([H])([H])[H])<-P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
ADIPOV,0,ok,0.0459,29,1,,[Pt+2]1(I)(I)<-n2c([H])c([H])c(C([H])([H])[H])c([H])c2-c2c([H])c(C([H])([H])[H])c([H])c([H])n->12,ligand_only,0,baseline_reused
ADIRIP,0,ok,0.0892,75,1,,[Rh+]1(<-P(OC(C([H])([H])N->1=C1C2(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C1([H])[H])C2(C([H])([H])[H])C([H])([H])[H])([H])[H])(Oc1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H])Oc1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H])(Cl)<-[C-]#[O+],ligand_only,0,baseline_reused
ADIXAM,0,ok,0.1752,77,1,,[Pt+2](Cl)(<-P(c1c(C(F)(F)F)c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(Cl)<-P(c1c(C(F)(F)F)c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
ADIXER,0,ok,0.0796,81,1,,[Ru+2]12(<-P(C([Si](N1[Si](C([H])([H])[H])(C([H])([H])[H])C(P->2(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])F,ligand_only,0,baseline_reused
ADIXUI,0,ok,0.0627,40,1,,[Pd+2]12(<-S(=O)(C([H])([H])[H])C([H])([H])[H])<-N(=C(C([H])([H])[H])c3c(n([H])c(=O)n([H])c3=O)O1)N=C(N(C([H])([H])[H])C([H])([H])[H])S2,ligand_only,0,baseline_reused
ADIYAP,0,ok,0.0636,40,1,,[Pt+2]12(<-N(=C(C([H])([H])[H])c3c(n([H])c(=O)n([H])c3=O)O1)N=C(N(C([H])([H])[H])C([H])([H])[H])S2)<-S(=O)(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
ADIYER,0,ok,0.1174,55,1,,[Pt+2]12(<-n3c([H])c([H])c([H])c([H])c3C(N1c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])=O)<-n1c([H])c([H])c([H])c([H])c1C(N2c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])=O,ligand_only,0,baseline_reused
ADIYOD,0,ok,0.0702,67,1,,[Ru+4](Cl)(Cl)(<-P(OC([H])([H])[H])(OC([H])([H])[H])OC([H])([H])[H])(=P(OC([H])([H])[H])(OC([H])([H])[H])OC([H])([H])[H])(<-P(OC([H])([H])[H])(OC([H])([H])[H])OC([H])([H])[H])<-P(OC([H])([H])[H])(OC([H])([H])[H])OC([H])([H])[H],ligand_only,0,baseline_reused
ADIZIW,1,ok,0.1241,55,1,,[Fe+2]1234(<-[C-]#[O+])(<-C=NC([H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(<-C=NC([H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])<-C5([H])=C->1([H])C2([H])C->3([H])=C->45[H],ligand_only,0,baseline_reused
ADOCEE,0,ok,0.0375,36,1,,[W](<-P([B-]([P+]([B-]([N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],ligand_only,0,baseline_reused
ADOCOO,0,ok,0.0365,36,1,,[W](<-P([B-]([As+]([B-]([N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],ligand_only,0,baseline_reused
ADOKIO,0,reference_graph_unavailable,0.000000,37,0,mapped graph differs from stored Hückel SMILES,,ligand_only,0,unavailable
ADOLUA,0,ok,0.0811,37,1,,[Au+](Br)<-S=P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
