CSD_code,SMILES_tmQM,q,s,metal_symbol,coordination_number_tmQM,SMILES_CSD_fixed,coordination_number_CSD_fixed,SMILES_G
ITUGEM,C[SiH](C)[N-](c1ccccc1)->[Sc+3](<-[N-](c1ccccc1)[SiH](C)C)(<-[N-](c1ccccc1)[SiH](C)C)(<-O1CCCC1)<-O1CCCC1,0,0,Sc,5,C[SiH](C)[N-](c1ccccc1)->[Sc+3](<-[N-](c1ccccc1)[SiH](C)C)(<-[N-](c1ccccc1)[SiH](C)C)(<-O1CCCC1)<-O1CCCC1,5.0,
CUJYAK,CC1=CC(C)=N(c2c(F)cc(F)cc2F)->[Sc+3](<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)(<-[N-]1c1c(F)cc(F)cc1F)<-O1CCCC1,0,0,Sc,5,CC1=CC(C)=N(c2c(F)cc(F)cc2F)->[Sc+3](<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)(<-[N-]1c1c(F)cc(F)cc1F)<-O1CCCC1,5.0,
JIXWEW,CC(C)(C)c1cccc(C(C)(C)C)c1[O-]->[Sc+3]1(<-[O-]c2c(C(C)(C)C)cccc2C(C)(C)C)<-N(C(C)(C)C)=P(c2ccccc2)(c2ccccc2)[N-]->1c1ccc[nH]1,0,0,Sc,4,CC(C)(C)c1cccc(C(C)(C)C)c1[O-]->[Sc+3]1(<-[O-]c2c(C(C)(C)C)cccc2C(C)(C)C)<-[N-](c2ccc[nH]2)[P+](c2ccccc2)(c2ccccc2)[N-]->1C(C)(C)C,4.0,
EZUYAC,[Cl-]->[Sc+3](<-[Cl-])(<-[Cl-])(<-n1ccccc1)(<-n1ccccc1)<-n1ccccc1,0,0,Sc,6,[Cl-]->[Sc+3](<-[Cl-])(<-[Cl-])(<-n1ccccc1)(<-n1ccccc1)<-n1ccccc1,6.0,[Cl-:4Π]->[Sc+3Π](<-[Cl-:3Π])(<-[Cl-:2Π])(<-[n:6↓]1ccccc1)(<-[n:5Π]1ccccc1)<-[n:1↑]1ccccc1
JIYKEL,CC(C)(C)c1cccc(C(C)(C)C)c1[O-]->[Sc+3](<-[O-]c1c(C(C)(C)C)cccc1C(C)(C)C)<-[N-](P(c1ccccc1)c1ccccc1)C(C)(C)C,0,0,Sc,3,CC(C)(C)c1cccc(C(C)(C)C)c1[O-]->[Sc+3]1(<-[O-]c2c(C(C)(C)C)cccc2C(C)(C)C)<-[N-](C(C)(C)C)P->1(c1ccccc1)c1ccccc1,4.0,CC(C)(C)c1cccc(C(C)(C)C)c1[O-:3Π↓]->[Sc+3]1(<-[O-:4Π↓]c2c(C(C)(C)C)cccc2C(C)(C)C)<-[N-:1↑](C(C)(C)C)[P:2Π↓]->1(c1ccccc1)c1ccccc1
AZUKIS,Cc1ccc2[O-]->[Y+3]3456(<-[Br-])<-[O-]c7ccc(C)cc7CN->3(CCN->4(Cc2c1)Cc1ccc(F)cn->51)Cc1ccc(F)cn->61,0,0,Y,7,Cc1ccc2[O-]->[Y+3]3456(<-[Br-])<-[O-]c7ccc(C)cc7CN->3(CCN->4(Cc2c1)Cc1ccc(F)cn->51)Cc1ccc(F)cn->61,7.0,
VEZJOD,[C-]#N->[Y+3]123456(<-[NH-]c7c(-c8c(C(C)C)cc(C(C)C)cc8C(C)C)cccc7-c7c(C(C)C)cc(C(C)C)cc7C(C)C)<-[NH-]c7c(-c8c(C(C)C)cc(C(C)C)cc8C(C)C)cccc7-c->17c->2(C(C)C)c->3c->4(C(C)C)c->5c->67C(C)C,0,0,Y,9,[C]#N->[Y+2]123456(<-[NH-]c7c(-c8c(C(C)C)cc(C(C)C)cc8C(C)C)cccc7-c7c(C(C)C)cc(C(C)C)cc7C(C)C)<-[NH-]c7c(-c8c(C(C)C)cc(C(C)C)cc8C(C)C)cccc7-c->17c->2(C(C)C)c->3c->4(C(C)C)c->5c->67C(C)C,9.0,
WALLEE,CN1CCN2(Cc3ccc4CN56->[Y+3]<-2(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)(<-[n-]34)<-N(C)(CC5)CC6)CC1,0,0,Y,6,CN1CCN2(Cc3ccc4CN56->[Y+3]<-2(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)(<-[n-]34)<-N(C)(CC5)CC6)CC1,6.0,
OJEPOL,CC1(C)COC2=C3C=CC=CC3=N3c4ccccc4P(c4ccccc4)(c4ccccc4)->[Y+3]<-3(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-[N-]21,0,0,Y,5,CC1(C)COC2c3ccccc3[N-]3c4ccccc4P(c4ccccc4)(c4ccccc4)->[Y+3]<-3(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-N=21,5.0,
DIWCIZ,CC(C)c12->[Y+3]3456789(<-[I-])(<-c1(C(C)C)c->3(C(C)C)[c-]->4(C(C)C)c->52C(C)C)<-c1(C(C)C)c->6(C(C)C)c->7(C(C)C)[c-]->8(C(C)C)c->91C(C)C,0,0,Y,11,CC(C)c12->[Y+3]3456789(<-[I-])(<-c1(C(C)C)c->3(C(C)C)[c-]->4(C(C)C)c->52C(C)C)<-c1(C(C)C)c->6(C(C)C)c->7(C(C)C)[c-]->8(C(C)C)c->91C(C)C,11.0,
JUQSIA,CC([O-]->[Y+3](<-[O-]C(C)c1ccccc1)(<-n1ccccc1)(<-n1ccccc1)(<-n1ccccc1)(<-n1ccccc1)<-n1ccccc1)c1ccccc1,1,0,Y,7,CC([O-]->[Y+3](<-[O-]C(C)c1ccccc1)(<-n1ccccc1)(<-n1ccccc1)(<-n1ccccc1)(<-n1ccccc1)<-n1ccccc1)c1ccccc1,7.0,
DEKQER,O=[N+]1[O-]->[Y+3]234(<-O=P(c5ccccc5)(c5ccccc5)c5ccccc5)(<-O=P(c5ccccc5)(c5ccccc5)C(CP(c5ccccc5)c5ccccc5)P(=O->2)(c2ccccc2)c2ccccc2)(<-[O-]1)(<-[O-][N+](=O)[O-]->3)<-[O-][N+](=O)[O-]->4,0,0,Y,9,O=[N+]1[O-]->[Y+3]234(<-O=P(c5ccccc5)(c5ccccc5)c5ccccc5)(<-O=P(c5ccccc5)(c5ccccc5)C(CP(c5ccccc5)c5ccccc5)P(=O->2)(c2ccccc2)c2ccccc2)(<-[O-]1)(<-[O-][N+](=O)[O-]->3)<-[O-][N+](=O)[O-]->4,9.0,
ZIBMEG,CC(C)(C)[Si](C)(C1=N(C2CCCCC2)->[Y+3]234(<-N([Si](C)(C)C)=P(c5ccccc5)(c5ccccc5)[C-]->2(C(=NC2CCCCC2)[N-]->3C2CCCCC2)P(c2ccccc2)(c2ccccc2)=N->4[Si](C)(C)C)<-[N-]1C1CCCCC1)C(C)(C)C,0,0,Y,6,CC(C)(C)[Si](C)(C1=N(C2CCCCC2)->[Y+3]234(<-N([Si](C)(C)C)=P(c5ccccc5)(c5ccccc5)[C-]->2(C(=NC2CCCCC2)[N-]->3C2CCCCC2)P(c2ccccc2)(c2ccccc2)=N->4[Si](C)(C)C)<-[N-]1C1CCCCC1)C(C)(C)C,6.0,CC(C)(C)[Si](C)(C1=[N:2Π](C2CCCCC2)->[Y+3Π]234(<-[N:6↓]([Si](C)(C)C)=P(c5ccccc5)(c5ccccc5)[C-:5Π]->2(C(=NC2CCCCC2)[N-:4Π]->3C2CCCCC2)P(c2ccccc2)(c2ccccc2)=[N:1↑]->4[Si](C)(C)C)<-[N-:3Π]1C1CCCCC1)C(C)(C)C
FAMVOI,CC(C)c1cccc(C(C)C)c1N1CCN(c2c(C(C)C)cccc2C(C)C)P12=O->[Y+3]13(<-[CH2-]c4ccccc4N->1(C)C)(<-[CH2-]c1ccccc1N->3(C)C)<-[O-]2,0,0,Y,6,CC(C)c1cccc(C(C)C)c1N1CCN(c2c(C(C)C)cccc2C(C)C)[PH]12=O->[Y+2]13(<-[CH2-]c4ccccc4N->1(C)C)(<-[CH2-]c1ccccc1N->3(C)C)<-O=2,6.0,
DIVBAM,O=[N+]1[O-]->[Y+3]23(<-O=C(NCc4ccccc4)c4ccccc4OCc4ccccc4)(<-O=C(NCc4ccccc4)c4ccccc4OCc4ccccc4)(<-O=C(NCc4ccccc4)c4ccccc4OCc4ccccc4)(<-[O-]1)(<-[O-][N+](=O)[O-]->2)<-[O-][N+](=O)[O-]->3,0,0,Y,9,O=[N+]1[O-]->[Y+3]23(<-O=C(NCc4ccccc4)c4ccccc4OCc4ccccc4)(<-O=C(NCc4ccccc4)c4ccccc4OCc4ccccc4)(<-O=C(NCc4ccccc4)c4ccccc4OCc4ccccc4)(<-[O-]1)(<-[O-][N+](=O)[O-]->2)<-[O-][N+](=O)[O-]->3,9.0,
EZUNUL,[Cl-]->[Sc+3](<-[Cl-])(<-[Cl-])(<-O=CN(c1ccccc1)c1ccccc1)(<-O=CN(c1ccccc1)c1ccccc1)<-O=CN(c1ccccc1)c1ccccc1,0,0,Sc,6,[Cl-]->[Sc+3](<-[Cl-])(<-[Cl-])(<-O=CN(c1ccccc1)c1ccccc1)(<-O=CN(c1ccccc1)c1ccccc1)<-O=CN(c1ccccc1)c1ccccc1,6.0,[Cl-:2Π]->[Sc+3Π](<-[Cl-:3Π])(<-[Cl-:6↓])(<-[O:4Π]=CN(c1ccccc1)c1ccccc1)(<-[O:5Π]=CN(c1ccccc1)c1ccccc1)<-[O:1↑]=CN(c1ccccc1)c1ccccc1
HIGCUZ,CN12->[Y+3]3(<-[Cl-])(<-[Cl-])(<-[Cl-])(<-O4CCCC4)(<-O4CCCC4)<-N(C)(C1)CN->3(C)C2,0,0,Y,8,CN12->[Y+3]3(<-[Cl-])(<-[Cl-])(<-[Cl-])(<-O4CCCC4)(<-O4CCCC4)<-N(C)(C1)CN->3(C)C2,8.0,
CEGFED,Cc1n(C)[c-](->[Sc+3](<-[N-]([Si](C)(C)C)[Si](C)(C)C)(<-[N-]([Si](C)(C)C)[Si](C)(C)C)<-[N-]([Si](C)(C)C)[Si](C)(C)C)c[n+]1C,0,0,Sc,4,Cc1n(C)[c](->[Sc+2](<-[N-]([Si](C)(C)C)[Si](C)(C)C)(<-[N-]([Si](C)(C)C)[Si](C)(C)C)<-[N-]([Si](C)(C)C)[Si](C)(C)C)c[n+]1C,4.0,
XUVDIE,CC1=CC(C)=N(c2c(C(C)C)cccc2C(C)C)->[YH+2](<-[C-](=[SiH]c2ccccc2)[SiH2]c2ccccc2)(<-N(=[Si](C)C)[Si](C)(C)C)<-[N-]1c1c(C(C)C)cccc1C(C)C,0,0,Y,4,CC1=CC(C)=N(c2c(C(C)C)cccc2C(C)C)->[Y+3]23(<-[H][SiH](c4ccccc4)[C-]->2([SiH2]c2ccccc2)[Si](C)(C)[N-]->3[Si](C)(C)C)<-[N-]1c1c(C(C)C)cccc1C(C)C,5.0,
KAVRUY,CC(C)c1cccc(C(C)C)c1N1=Cc2c3ccccc3n3CC4CCCO4->[Y+3]<-1(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)(<-[c-]23)<-O1CCCC1,0,0,Y,6,CC(C)c1cccc(C(C)C)c1N1=Cc2c3ccccc3n3CC4CCCO4->[Y+2]<-1(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)(<-[c]23)<-O1CCCC1,6.0,
VITXOP,CCCCN(CCCC)C1=O->[Y+3]2345(<-O=C(c6ccc7ccc8ccc1n->2c8c7n->36)N(CCCC)CCCC)(<-[O-][N+](=O)[O-])(<-[O-][N+](=O)[O-]->4)<-[O-][N+](=O)[O-]->5,0,0,Y,9,CCCCN(CCCC)C1=O->[Y+3]2345(<-O=C(c6ccc7ccc8ccc1n->2c8c7n->36)N(CCCC)CCCC)(<-[O-][N+](=O)[O-])(<-[O-][N+](=O)[O-]->4)<-[O-][N+](=O)[O-]->5,9.0,
BASPOE,c1ccc(C2=N[N-](c3ccccc3)->[Y+3]34(<-N(=N2)c2ccccc2)(<-N(=NC(=N[N-]->3c2ccccc2)c2ccccc2)c2ccccc2)<-N(=NC(=N[N-]->4c2ccccc2)c2ccccc2)c2ccccc2)cc1,0,0,Y,6,c1ccc(C2=N[N-](c3ccccc3)->[Y+3]34(<-N(=N2)c2ccccc2)(<-N(=NC(=N[N-]->3c2ccccc2)c2ccccc2)c2ccccc2)<-N(=NC(=N[N-]->4c2ccccc2)c2ccccc2)c2ccccc2)cc1,6.0,c1ccc(C2=N[N-:1↑](c3ccccc3)->[Y+3Π]34(<-[N:2Π](=N2)c2ccccc2)(<-[N:3Π](=NC(=N[N-:4Π]->3c2ccccc2)c2ccccc2)c2ccccc2)<-[N:5Π](=NC(=N[N-:6↓]->4c2ccccc2)c2ccccc2)c2ccccc2)cc1
LARWIO,CN1(C)CCN(C)(C)->[Y+3]<-1(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-[CH2-][Si](C)(C)C,0,0,Y,5,CN1(C)CCN(C)(C)->[Y+3]<-1(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-[CH2-][Si](C)(C)C,5.0,
XIKNEO,C[Si](C)(C)N1=C2C=CC=CC2=N2c3ccccc3[N-]([Si](C)(C)C)->[Y+]<-2<-1(<-O1CCCC1)(<-O1CCCC1)<-O1CCCC1,0,0,Y,6,C[Si](C)(C)[N-]1c2ccccc2[N-]2c3ccccc3[N-]([Si](C)(C)C)->[Y+3]<-2<-1(<-O1CCCC1)(<-O1CCCC1)<-O1CCCC1,6.0,C[Si](C)(C)[N-:1↑]1c2ccccc2[N-:5Π]2c3ccccc3[N-:6↓]([Si](C)(C)C)->[Y+3Π]<-2<-1(<-[O:2Π]1CCCC1)(<-[O:3Π]1CCCC1)<-[O:4Π]1CCCC1
OMAYEJ,CC1=CC(C)=N2CCN(C)(C)->[Sc+3]<-23(<-N(=C(P=[b-]2n(-c4c(C(C)C)cccc4C(C)C)ccn2-c2c(C(C)C)cccc2C(C)C)[N-]->3C(C)C)C(C)C)<-[N-]1c1c(C(C)C)cccc1C(C)C,0,0,Sc,5,CC1=CC(C)=N(c2c(C(C)C)cccc2C(C)C)->[Sc+3]23(<-[N-]1CCN->2(C)C)<-[N-](C(=PB1N(c2c(C(C)C)cccc2C(C)C)C=CN1c1c(C(C)C)cccc1C(C)C)[N-]->3C(C)C)C(C)C,5.0,
BUWGOS,Cc1ccc([CH2-]->[Sc+3]2345(<-[CH2-]c6ccc(C)cc6)(<-[cH-]6c->2(-c2ccccc2)c->3(-c2ccccc2)c->4(-c2ccccc2)c->56-c2ccccc2)<-O2CCCC2)cc1,0,0,Sc,8,Cc1ccc([CH2-]->[Sc+3]2345(<-[CH2-]c6ccc(C)cc6)(<-c6c->2(-c2ccccc2)c->3(-c2ccccc2)[c-]->4(-c2ccccc2)c->56-c2ccccc2)<-O2CCCC2)cc1,8.0,
NOYPAV,[Cl-]->[Y+3]12(<-[Cl-])(<-[Cl-])(<-n3ccccc3)<-n3ccccc3-c3cc(-c4ccccc4)cc(-c4ccccn->14)n->23,0,0,Y,7,[Cl-]->[Y+3]12(<-[Cl-])(<-[Cl-])(<-n3ccccc3)<-n3ccccc3-c3cc(-c4ccccc4)cc(-c4ccccn->14)n->23,7.0,
GEMSIE,C[Si](C)(C)[CH2-]->[Y+3]12345(<-[CH2-][Si](C)(C)C)<-c6(CCN->17CCCCC7)c->21ccccc->31[c-]->41ccccc->561,0,0,Y,8,C[Si](C)(C)[CH2-]->[Y+3]12345(<-[CH2-][Si](C)(C)C)<-c67ccccc->16[c-]->2(CCN->31CCCCC1)c->41ccccc->571,8.0,
XIQVAY,c1ccc2[O-]->[Y+3]345(<-O=c2cc1)(<-O=c1cccccc1[O-]->3)(<-O=c1cccccc1[O-]->4)<-n1cccc2ccc3cccn->5c3c21,0,0,Y,8,c1ccc2[O-]->[Y+3]345(<-O=c2cc1)(<-O=c1cccccc1[O-]->3)(<-O=c1cccccc1[O-]->4)<-n1cccc2ccc3cccn->5c3c21,8.0,
SAKROP,S=C=[N-]->[Y+3]12345(<-[N-]=C=S)(<-[N-]=C=S)<-n6cc7cccc(cn->1c1ccccc1n->2cc1cccc(cn->3c2ccccc26)n->41)n->57,0,0,Y,9,S=C=[N-]->[Y+3]12345(<-[N-]=C=S)(<-[N-]=C=S)<-n6cc7cccc(cn->1c1ccccc1n->2cc1cccc(cn->3c2ccccc26)n->41)n->57,9.0,
BEZMIG,CC(C)N1=C2(C)[N-](C(C)C)->[Sc+3]<-1<-234567(<-c1c2cc[cH-]cc-2ccc2ccccc2[cH-]->31)<-c1(C)c->4(C)c->5(C)[c-]->6(C)c->71C,-1,0,Sc,10,CC1=N(C(C)C)->[Sc+]23456(<-C7=C->2c2ccccc2C=Cc2ccccc27)(<-[N-]1C(C)C)<-c1(C)c->3(C)c->4(C)[c-]->5(C)c->61C,9.0,
BEZMAY,CC1=N(C(C)C)->[Sc+]2345678(<-c9c%10ccccc%10c->2c->32ccccc->492)(<-[N-]1C(C)C)<-c1(C)c->5(C)c->6(C)[c-]->7(C)c->81C,-1,0,Sc,11,CC1=N(C(C)C)->[Sc+]2345678(<-C9c%10ccccc%10C->2c->32ccccc->429)(<-[N-]1C(C)C)<-c1(C)c->5(C)c->6(C)[c-]->7(C)c->81C,11.0,
DAKMIP,CC(C)C[N-]1Cc2ccccn2->[Sc+3]<-123(<-n1ccccc1C[N-]->2CC(C)C)<-n1ccccc1C[N-]->3CC(C)C,0,0,Sc,6,CC(C)C[N-]1Cc2ccccn2->[Sc+3]<-123(<-n1ccccc1C[N-]->2CC(C)C)<-n1ccccc1C[N-]->3CC(C)C,6.0,CC(C)C[N-:3Π]1Cc2cccc[n:6Π]2->[Sc+3]<-123(<-[n:5Π]1ccccc1C[N-:2Π]->2CC(C)C)<-[n:4Π]1ccccc1C[N-:1Π]->3CC(C)C
NEZJAH,CC(C)n1cc[n+]2CCCc34->[Sc+3]567(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)(<-[c-]12)<-c31ccccc->51[c-]->61ccccc->741,0,0,Sc,8,CC(C)N1C=CN2CCC[c-]34->[Sc+3]567(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)(<-[C]21)<-c1(ccccc->513)c->61ccccc->714,8.0,
KIFZOO,c1ccc(P2(=[N+]=P([Se-]->[Y+3]345(<-[Se-]2)(<-[Se-]P(=[N+]=P([Se-]->3)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)<-[Se-]P(c2ccccc2)(c2ccccc2)=[N+]->4=P([Se-]->5)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)c2ccccc2)cc1,0,0,Y,7,c1ccc(P2(=[N+]=P([Se-]->[Y+3]345(<-[Se-]2)(<-[Se-]P(=[N+]=P([Se-]->3)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)<-[Se-]P(c2ccccc2)(c2ccccc2)=[N+]->4=P([Se-]->5)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)c2ccccc2)cc1,7.0,
NODBAJ,C[Si](C)(C)[c-]12->[YH+6]3456789(<-[F-])(<-c(c->3c->41)c->52)<-c1c->6c->7[c-]->8([Si](C)(C)C)c->91.[CH2-][B-](c1[c-]c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,0,0,Y,11,C[Si](C)(C)c12->[Y+4]3456789%10%11%12(<-[H]C->3([HH-]->4)[B-](c3c(F)c(F)c(F)c(F)c3F)(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F->5)(<-c(c->61)[cH-]->7c->82)<-c1c->9c->%10([Si](C)(C)C)c->%11[cH-]->%121,14.0,
TAKLEA,CC1=CC(C)=N(c2c(C(C)C)cccc2C(C)C)->[Sc+3](<-[CH-]2CC2)(<-[CH-]2CC2)<-[N-]1c1c(C(C)C)cccc1C(C)C,0,0,Sc,4,CC1=CC(C)=N(c2c(C(C)C)cccc2C(C)C)->[Sc+3](<-[CH-]2CC2)(<-[CH-]2CC2)<-[N-]1c1c(C(C)C)cccc1C(C)C,4.0,
GUFJOJ,CC(C)(C)c1cc(C23CC4CC(CC(C4)C2)C3)c([O-]->[Y+3](<-[O-]c2c(C34CC5CC(CC(C5)C3)C4)cc(C(C)(C)C)cc2C23CC4CC(CC(C4)C2)C3)<-[O-]c2c(C34CC5CC(CC(C5)C3)C4)cc(C(C)(C)C)cc2C23CC4CC(CC(C4)C2)C3)c(C23CC4CC(CC(C4)C2)C3)c1,0,0,Y,3,CC(C)(C)c1cc(C23CC4CC(CC(C4)C2)C3)c([O-]->[Y+3](<-[O-]c2c(C34CC5CC(CC(C5)C3)C4)cc(C(C)(C)C)cc2C23CC4CC(CC(C4)C2)C3)<-[O-]c2c(C34CC5CC(CC(C5)C3)C4)cc(C(C)(C)C)cc2C23CC4CC(CC(C4)C2)C3)c(C23CC4CC(CC(C4)C2)C3)c1,3.0,CC(C)(C)c1cc(C23CC4CC(CC(C4)C2)C3)c([O-:2Π]->[Y+3Π](<-[O-:3Π]c2c(C34CC5CC(CC(C5)C3)C4)cc(C(C)(C)C)cc2C23CC4CC(CC(C4)C2)C3)<-[O-:1Π]c2c(C34CC5CC(CC(C5)C3)C4)cc(C(C)(C)C)cc2C23CC4CC(CC(C4)C2)C3)c(C23CC4CC(CC(C4)C2)C3)c1
DOTPIL,[C]=P([O-]->[Sc+7]12(<-[O-][N+](=O)[O-]->1)(<-[O-][N+](=O)[O-]->2)(<-[O-]P(=[C])(c1ccccc1)c1ccccc1)(<-[O-]P(=[C])(c1ccccc1)c1ccccc1)<-[O-]P(=[C])(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,1,0,Sc,8,C[P]([O-]->[Sc+7]12(<-[O-][N+](=O)[O-]->1)(<-[O-][N+](=O)[O-]->2)(<-[O-][P](C)(c1ccccc1)c1ccccc1)(<-[O-][P](C)(c1ccccc1)c1ccccc1)<-[O-][P](C)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,8.0,
YAQVUL,Cc1cc(C)c(N2=CC=N(c3c(C)cc(C)cc3C)->[Sc+]<-23(<-[NH-]c2c(C(C)C)cccc2C(C)C)<-N(=CC=N->3c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,0,0,Sc,5,Cc1cc(C)c(N2=CC=N(c3c(C)cc(C)cc3C)->[Sc+]<-23(<-[NH-]c2c(C(C)C)cccc2C(C)C)<-N(=CC=N->3c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,5.0,
QEWPIV,Cc1cc(C)n2->[Y+3]34(<-[S-][Si](C)(C)[N-]->3[Si](C)(C)C)(<-n3c(C)cc(C)n3[BH-](n12)n1c(C)cc(C)n->41)<-O1CCCC1,0,0,Y,6,Cc1cc(C)[n-]2->[Y+3]34(<-[S-][Si](C)(C)[N-]->3[Si](C)(C)C)(<-[n-]3c(C)cc(C)[n+]3[BH-]([n+]12)[n+]1c(C)cc(C)[n-]->41)<-O1CCCC1,6.0,
CUDXUX,O=C1C[NH+]2CCCN3CCN(CCC[NH+](CC(=O)[O-]->[Y+3]456(<-O)(<-[O-]1)(<-[O-][N+](=O)[O-]->4)(<-[O-][N+](=O)[O-]->5)<-[O-][N+](=O)[O-]->6)CC3)CC2,0,0,Y,9,O=C1C[NH+]2CCCN3CCN(CCC[NH+](CC(=O)[O-]->[Y+3]456(<-O)(<-[O-]1)(<-[O-][N+](=O)[O-]->4)(<-[O-][N+](=O)[O-]->5)<-[O-][N+](=O)[O-]->6)CC3)CC2,9.0,
FAVGES,CC(C)c1cccc(C(C)C)c1[N-]1C(c2ccccc2)=N2CCc3ccccn3->[Sc+3]<-2<-1(<-[CH2-][Si](C)(C)C)<-[CH2-][Si](C)(C)C,0,0,Sc,5,CC(C)c1cccc(C(C)C)c1N1=C(c2ccccc2)[N-]2CCc3ccccn3->[Sc+3]<-1<-2(<-[CH2-][Si](C)(C)C)<-[CH2-][Si](C)(C)C,5.0,
VUCWAU,CC[Si](CC)(CC)[O-]->[Sc+3]1234<-n5c([B-](c6ccc(C)cc6)(n6cccn->16)n1cccn->21)cccc5[B-](c1ccc(C)cc1)(n1cccn->31)n1cccn->41,0,0,Sc,6,CC[Si](CC)(CC)[O-]->[Sc+3]1234<-n5c([B-](c6ccc(C)cc6)([n+]6ccc[n-]->16)[n+]1ccc[n-]->21)cccc5[B-](c1ccc(C)cc1)([n+]1ccc[n-]->31)[n+]1ccc[n-]->41,6.0,CC[Si](CC)(CC)[O-:2Π]->[Sc+3Π]1234<-[n:4Π]5c([B-](c6ccc(C)cc6)(n+6ccc[n-:5Π]->16)n+1ccc[n-:1↑]->21)cccc5[B-](c1ccc(C)cc1)(n+1ccc[n-:3Π]->31)n+1ccc[n-:6↓]->41
MEDZUU,C[Si](C)(C)[N-]1c2ccccc2[N-]2c3ccccc3[N-]([Si](C)(C)C)->[Sc+3]<-2<-1(<-O1CCCC1)(<-O1CCCC1)<-O1CCCC1,0,0,Sc,6,C[Si](C)(C)[N-]1c2ccccc2[N-]2c3ccccc3[N-]([Si](C)(C)C)->[Sc+3]<-2<-1(<-O1CCCC1)(<-O1CCCC1)<-O1CCCC1,6.0,C[Si](C)(C)[N-:6↓]1c2ccccc2[N-:5Π]2c3ccccc3[N-:1↑]([Si](C)(C)C)->[Sc+3Π]<-2<-1(<-[O:4Π]1CCCC1)(<-[O:3Π]1CCCC1)<-[O:2Π]1CCCC1
AKIPOC,Cc1cc2c3c(P(C(C)C)(C(C)C)->[Y+3]4(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-[N-]3c3c(cc(C)cc3P->4(C(C)C)C(C)C)C2(C)C)c1,0,0,Y,5,Cc1cc2c3c(P(C(C)C)(C(C)C)->[Y+3]4(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-[N-]3c3c(cc(C)cc3P->4(C(C)C)C(C)C)C2(C)C)c1,5.0,
HIRWUE,Cc1cc(C(C)(C)C)n2->[Y+3]3(<-[CH3-])(<-[PH-]c4c(C(C)C)cccc4C(C)C)(<-n4ccc(N(C)C)cc4)<-n4c(C(C)(C)C)cc(C)n4[BH-](n12)n1c(C)cc(C(C)(C)C)n->31,0,0,Y,6,Cc1cc(C(C)(C)C)n2->[Y+3]3(<-[CH3-])(<-[PH-]c4c(C(C)C)cccc4C(C)C)(<-n4ccc(N(C)C)cc4)<-n4c(C(C)(C)C)cc(C)n4[BH-](n12)n1c(C)cc(C(C)(C)C)n->31,6.0,
GAZWUD,CC1=CC(C)=N2CC3CCCO3->[Y+3]<-2(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-[N-]1c1c(C(C)C)cccc1C(C)C,0,0,Y,5,CC1=CC(C)=N(c2c(C(C)C)cccc2C(C)C)->[Y+3]2(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-[N-]1CC1CCCO->21,5.0,
CUJXUD,CC1=CC(C)=N(c2c(F)cccc2F)->[Sc+3](<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)(<-[N-]1c1c(F)cccc1F)<-O1CCCC1,0,0,Sc,5,CC1=CC(C)=N(c2c(F)cccc2F)->[Sc+3](<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)(<-[N-]1c1c(F)cccc1F)<-O1CCCC1,5.0,
