CSD_code,total_charge,fixed_CSD_SMILES,NBO,xyz2mol_tm,TMC-LewisGen
ABISIO,1,C1=CN(Cc2ccccn2)[C](->[Au+]<-[C]2N(Cc3ccccn3)C=CN2Cc2ccccn2)N1Cc1ccccn1,C1=CN(Cc2ccccn2)[C](->[Au+]<-[C]2N(Cc3ccccn3)C=CN2Cc2ccccn2)N1Cc1ccccn1,C1=CN(Cc2ccccn2)[C](->[Au+]<-[C]2N(Cc3ccccn3)C=CN2Cc2ccccn2)N1Cc1ccccn1,[Au+](<-C1N(C([H])([H])c2nc([H])c([H])c([H])c2[H])C([H])=C([H])N1C([H])([H])c1nc([H])c([H])c([H])c1[H])<-C1N(C([H])([H])c2nc([H])c([H])c([H])c2[H])C([H])=C([H])N1C([H])([H])c1nc([H])c([H])c([H])c1[H]
ABITEM,0,S=C=[N-]->[Fe+2]123(<-[N-]=C=S)<-n4ccccc4CN->1(Cc1ccccn->21)Cc1ccccn->31,S=C=[N-]->[Fe+2]123(<-[N-]=C=S)<-n4ccccc4CN->1(Cc1ccccn->21)Cc1ccccn->31,S=C=[N-]->[Fe+2]123(<-[N-]=C=S)<-n4ccccc4CN->1(Cc1ccccn->21)Cc1ccccn->31,[Fe+2]123(<-n4c([H])c([H])c([H])c([H])c4C(N->1(C(c1n->2c([H])c([H])c([H])c1[H])([H])[H])C(c1n->3c([H])c([H])c([H])c1[H])([H])[H])([H])[H])(<-N#C[S-])<-N#C[S-]
ABITEN,1,Cc1cccc2cccc(-c34->[Mn+]5678(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-c(c->53)c->6(C)c->7c->84)c12,Cc1cccc2cccc(-c34->[Mn+]5678(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-c(c->53)c->6(C)c->7c->84)c12,Cc1cccc2cccc(-c34->[Mn+]5678(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-c(c->53)c->6(C)c->7c->84)c12,[Mn+]12345(<-[C-]#[O+])(<-c6([H])c->1(-c1c([H])c([H])c([H])c7c([H])c([H])c([H])c(C([H])([H])[H])c17)c->2([H])c->3([H])c->4(C([H])([H])[H])c->56[H])(<-[C-]#[O+])<-[C-]#[O+]
ABIVAK,0,S=C=[N-]->[Fe+2]123(<-[N-]=C=S)<-n4ccccc4CN->1(Cc1ccccn->21)Cc1ccccn->31,S=C=[N-]->[Fe+2]123(<-[N-]=C=S)<-n4ccccc4CN->1(Cc1ccccn->21)Cc1ccccn->31,S=C=[N-]->[Fe+2]123(<-[N-]=C=S)<-n4ccccc4CN->1(Cc1ccccn->21)Cc1ccccn->31,[Fe+2]123(<-n4c([H])c([H])c([H])c([H])c4C(N->1(C(c1n->2c([H])c([H])c([H])c1[H])([H])[H])C(c1n->3c([H])c([H])c([H])c1[H])([H])[H])([H])[H])(<-N#C[S-])<-N#C[S-]
ABIWUD,0,CC(=N->[Pt+2](<-[Cl-])(<-[Cl-])<-N=C(C)N(C)C)N(C)C,CC(=N->[Pt+2](<-[Cl-])(<-[Cl-])<-N=C(C)N(C)C)N(C)C,CC(=N->[Pt+2](<-[Cl-])(<-[Cl-])<-N=C(C)N(C)C)N(C)C,[Pt+2](Cl)(Cl)(<-N([H])=C(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])<-N([H])=C(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
ABIWUE,0,FC(F)(F)c1ccccc1N1=Cc2ccccn2->[Pd+2]<-1(<-[Cl-])<-[Cl-],FC(F)(F)c1ccccc1/N1=C/c2ccccn2->[Pd+2]<-1(<-[Cl-])<-[Cl-],FC(F)(F)c1ccccc1N1=Cc2ccccn2->[Pd+2]<-1(<-[Cl-])<-[Cl-],[Pd+2]1(Cl)(Cl)<-n2c(C(=N->1c1c(C(F)(F)F)c([H])c([H])c([H])c1[H])[H])c([H])c([H])c([H])c2[H]
ABIZIW,0,Clc1cc2-c3ccccn3->[Cd+2]3(<-[I-])(<-[I-])<-n4ccccc4-c(c1)n->32,Clc1cc2-c3ccccn3->[Cd+2]3(<-[I-])(<-[I-])<-n4ccccc4-c(c1)n->32,Clc1cc2-c3ccccn3->[Cd+2]3(<-[I-])(<-[I-])<-n4ccccc4-c(c1)n->32,c1([H])c([H])c([H])c([H])c2-c3c([H])c(Cl)c([H])c4-c5c([H])c([H])c([H])c([H])n5->[Cd+2](<-n12)(<-n34)(I)I
ABOFAA,0,CCP(CC)(CC)->[Cu+](<-[Se-]c1ccccc1)(<-P(CC)(CC)CC)<-P(CC)(CC)CC,CCP(CC)(CC)->[Cu+](<-[Se-]c1ccccc1)(<-P(CC)(CC)CC)<-P(CC)(CC)CC,CCP(CC)(CC)->[Cu+](<-[Se-]c1ccccc1)(<-P(CC)(CC)CC)<-P(CC)(CC)CC,[Cu+]([Se]c1c([H])c([H])c([H])c([H])c1[H])(<-P(C([H])([H])C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])(<-P(C([H])([H])C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])<-P(C([H])([H])C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
ABOFAZ,0,CCC1CSC2C3(C4=N(->[Pd+2](<-[Cl-])(<-[Cl-])<-N=21)C(CC)CS4)CCCCC3,CC[C@@H]1CSC2C3(C4=N(->[Pd+2](<-[Cl-])(<-[Cl-])<-N=21)[C@H](CC)CS4)CCCCC3,CCC1CSC2C3(C4=N(->[Pd+2](<-[Cl-])(<-[Cl-])<-N=21)C(CC)CS4)CCCCC3,[Pd+2]1(Cl)(Cl)<-N2=C(C3(C4=N->1C([H])(C([H])([H])C([H])([H])[H])C([H])([H])S4)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])SC([H])([H])C2(C(C([H])([H])[H])([H])[H])[H]
ABOJOT,0,CCC12->[Pt+2]34(<-[I-])(<-[I-])<-C5=C->3C1CC5C->4=2,CCC12->[Pt+2]34(<-[I-])(<-[I-])<-C5=C->3[C@@H]1C[C@H]5C->4=2,CCC12->[Pt+2]34(<-[I-])(<-[I-])<-C5=C->3C1CC5C->4=2,[Pt+2]123(I)(I)<-C4([H])=C->1(C([H])([H])C([H])([H])[H])C1([H])C->2([H])=C->3([H])C4([H])C1([H])[H]
ABOQUE,0,CN1(C)CCN2=Cc3c(F)cc(F)c(F)[c-]3->[Pt+2]<-2<-1<-[Cl-],CN1(C)CC/N2=C/c3c(F)cc(F)c(F)[c-]3->[Pt@OH23+2]<-2<-1<-[Cl-],CN1(C)CCN2=Cc3c(F)cc(F)c(F)[c-]3->[Pt+2]<-2<-1<-[Cl-],[Pt+2]12(Cl)<-N(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C(N->1=C([H])c1c(F)c([H])c(F)c(F)c12)([H])[H]
ABOXOG,1,[O+]#[C-]->[Re+]1(<-[C-]#[N+]c2ccc(Cl)cc2)(<-[C-]#[N+]c2ccc(Cl)cc2)(<-[C-]#[N+]c2ccc(Cl)cc2)<-n2cccc3ccc4cccn->1c4c32,[O+]#[C-]->[Re+]1(<-[C-]#[N+]c2ccc(Cl)cc2)(<-[C-]#[N+]c2ccc(Cl)cc2)(<-[C-]#[N+]c2ccc(Cl)cc2)<-n2cccc3ccc4cccn->1c4c32,[O+]#[C-]->[Re+]1(<-[C-]#[N+]c2ccc(Cl)cc2)(<-[C-]#[N+]c2ccc(Cl)cc2)(<-[C-]#[N+]c2ccc(Cl)cc2)<-n2cccc3ccc4cccn->1c4c32,[Re+]1(<-n2c([H])c([H])c([H])c3c2c2n->1c([H])c([H])c([H])c2c([H])c3[H])(<-[C-]#[N+]c1c([H])c([H])c(Cl)c([H])c1[H])(<-[C-]#[N+]c1c([H])c([H])c(Cl)c([H])c1[H])(<-[C-]#[N+]c1c([H])c([H])c(Cl)c([H])c1[H])<-[C-]#[O+]
ABOYAT,1,COc1ccc([N+]#[C-]->[Re+]2(<-[C-]#[O+])(<-[C-]#[N+]c3ccc(OC)cc3)(<-[C-]#[N+]c3ccc(OC)cc3)<-n3cccc4ccc5cccn->2c5c43)cc1,COc1ccc([N+]#[C-]->[Re+]2(<-[C-]#[O+])(<-[C-]#[N+]c3ccc(OC)cc3)(<-[C-]#[N+]c3ccc(OC)cc3)<-n3cccc4ccc5cccn->2c5c43)cc1,COc1ccc([N+]#[C-]->[Re+]2(<-[C-]#[O+])(<-[C-]#[N+]c3ccc(OC)cc3)(<-[C-]#[N+]c3ccc(OC)cc3)<-n3cccc4ccc5cccn->2c5c43)cc1,[Re+]1(<-n2c([H])c([H])c([H])c3c2c2n->1c([H])c([H])c([H])c2c([H])c3[H])(<-[C-]#[N+]c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H])(<-[C-]#[N+]c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H])(<-[C-]#[N+]c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H])<-[C-]#[O+]
ABOZOH,0,Cc1cc(C)n2->[Zn+2](<-[Cl-])(<-[Cl-])<-n3c(C)cc(C)n3CCn12,Cc1cc(C)n2->[Zn+2](<-[Cl-])(<-[Cl-])<-n3c(C)cc(C)n3CCn12,Cc1cc(C)n2->[Zn+2](<-[Cl-])(<-[Cl-])<-n3c(C)cc(C)n3CCn12,[Zn+2]1(Cl)(Cl)<-n2c(C([H])([H])[H])c([H])c(C([H])([H])[H])n2C([H])([H])C([H])([H])n2c(C([H])([H])[H])c([H])c(C([H])([H])[H])n->12
ABUFAE,0,[O-2]->[Re+5]123(<-[O-]c4ccccc4C=N->1c1ccccc1[S-]->2)<-[O-]c1ccccc1P->3(c1ccccc1)c1ccccc1,[O-2]->[Re+5]123(<-[O-]c4ccccc4/C=N->1/c1ccccc1[S-]->2)<-[O-]c1ccccc1P->3(c1ccccc1)c1ccccc1,[O-2]->[Re+5]123(<-[O-]c4ccccc4C=N->1c1ccccc1[S-]->2)<-[O-]c1ccccc1P->3(c1ccccc1)c1ccccc1,[Re+5]123(<-N(=C([H])c4c(c([H])c([H])c([H])c4[H])O1)c1c([H])c([H])c([H])c([H])c1S2)(<-P(c1c(O3)c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])=O
ABUFIM,0,[O+]#[C-]->[Re+]1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-O=Cc2ccccc2P->1(c1ccccc1)c1ccccc1,[O+]#[C-]->[Re+]1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-O=Cc2ccccc2P->1(c1ccccc1)c1ccccc1,[O+]#[C-]->[Re+]1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-O=Cc2ccccc2P->1(c1ccccc1)c1ccccc1,[Re+]1(Br)(<-P(c2c([H])c([H])c([H])c([H])c2C(=O->1)[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
ABUFOS,0,[O+]#[C-]->[Re+]1(<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])<-N(=Cc2ccccc2P->1(c1ccccc1)c1ccccc1)c1ccccc1,[O+]#[C-]->[Re+]1(<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])<-N(=C\c2ccccc2P->1(c1ccccc1)c1ccccc1)/c1ccccc1,[O+]#[C-]->[Re+]1(<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])<-N(=Cc2ccccc2P->1(c1ccccc1)c1ccccc1)c1ccccc1,[Re+]1(Cl)(<-P(c2c([H])c([H])c([H])c([H])c2C(=N->1c1c([H])c([H])c([H])c([H])c1[H])[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
ABUFUY,0,[O+]#[C-]->[Re+]1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-N(=Cc2ccccc2P->1(c1ccccc1)c1ccccc1)c1ccccc1,[O+]#[C-]->[Re+]1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-N(=C\c2ccccc2P->1(c1ccccc1)c1ccccc1)/c1ccccc1,[O+]#[C-]->[Re+]1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-N(=Cc2ccccc2P->1(c1ccccc1)c1ccccc1)c1ccccc1,[Re+]1(Br)(<-P(c2c([H])c([H])c([H])c([H])c2C(=N->1c1c([H])c([H])c([H])c([H])c1[H])[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
ABUPIX,0,Cc1cccc(C)c1[O-]->[Ti+4](<-[O-]c1c(C)cccc1C)(<-[O-]c1c(C)cccc1C)<-[O-]c1c(C)cccc1C,Cc1cccc(C)c1[O-]->[Ti+4](<-[O-]c1c(C)cccc1C)(<-[O-]c1c(C)cccc1C)<-[O-]c1c(C)cccc1C,Cc1cccc(C)c1[O-]->[Ti+4](<-[O-]c1c(C)cccc1C)(<-[O-]c1c(C)cccc1C)<-[O-]c1c(C)cccc1C,[Ti+4](Oc1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H])(Oc1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H])(Oc1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H])Oc1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H]
ABUSAU,0,Brc1ccccc1C=N1CCN2CCN(=Cc3ccccc3Br)->[Cd+2]<-1<-2(<-[Br-])<-[Br-],Brc1ccccc1/C=N1/CCN2CC/N(=C/c3ccccc3Br)->[Cd+2]<-1<-2(<-[Br-])<-[Br-],Brc1ccccc1C=N1CCN2CCN(=Cc3ccccc3Br)->[Cd+2]<-1<-2(<-[Br-])<-[Br-],c1(Br)c([H])c([H])c([H])c([H])c1C([H])=N1C([H])([H])C([H])([H])N2(C([H])([H])C([H])([H])N(=C([H])c3c([H])c([H])c([H])c([H])c3Br)->[Cd+2]<-1<-2(Br)Br)[H]
ABUSEW,0,CC(C)P1(Cc2cccc3CP(C(C)C)(C(C)C)->[Ni+2]<-1(<-[I-])<-[c-]23)C(C)C,CC(C)P1(Cc2cccc3CP(C(C)C)(C(C)C)->[Ni+2]<-1(<-[I-])<-[c-]23)C(C)C,CC(C)P1(Cc2cccc3CP(C(C)C)(C(C)C)->[Ni+2]<-1(<-[I-])<-[c-]23)C(C)C,I[Ni+2]12<-P(C(c3c1c(C(P->2(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])([H])[H])c([H])c([H])c3[H])([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
ABUVUP,0,CCN(CC)c1ccc2C=N(c3ccc([N+](=O)[O-])cc3)->[Ni+2]3(<-[O-]c2c1)<-[O-]c1cc(N(CC)CC)ccc1C=N->3c1ccc([N+](=O)[O-])cc1,CCN(CC)c1ccc2/C=N(/c3ccc([N+](=O)[O-])cc3)->[Ni+2]3(<-[O-]c2c1)<-[O-]c1cc(N(CC)CC)ccc1/C=N->3/c1ccc([N+](=O)[O-])cc1,CCN(CC)c1ccc2C=N(c3ccc([N+](=O)[O-])cc3)->[Ni+2]3(<-[O-]c2c1)<-[O-]c1cc(N(CC)CC)ccc1C=N->3c1ccc([N+](=O)[O-])cc1,[Ni+2]12(Oc3c(C(=N->1c1c([H])c([H])c([N+](=O)[O-])c([H])c1[H])[H])c([H])c([H])c(N(C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H])c3[H])Oc1c(C(=N->2c2c([H])c([H])c([N+]([O-])=O)c([H])c2[H])[H])c([H])c([H])c(N(C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H])c1[H]
ABUWEZ,0,N#CCCP(CCC#N)(CCC#N)->[Pd+2](<-[Cl-])(<-[Cl-])<-P(CCC#N)(CCC#N)CCC#N,N#CCCP(CCC#N)(CCC#N)->[Pd+2](<-[Cl-])(<-[Cl-])<-P(CCC#N)(CCC#N)CCC#N,N#CCCP(CCC#N)(CCC#N)->[Pd+2](<-[Cl-])(<-[Cl-])<-P(CCC#N)(CCC#N)CCC#N,[Pd+2](<-P(C([H])([H])C([H])([H])C#N)(C([H])([H])C([H])([H])C#N)C([H])([H])C([H])([H])C#N)(Cl)(<-P(C([H])([H])C([H])([H])C#N)(C([H])([H])C([H])([H])C#N)C([H])([H])C([H])([H])C#N)Cl
ABUXIF,0,CC1CCCC2C3CC4CN12->[Zn+2](<-[Cl-])(<-[Cl-])<-N1(CCCCC41)C3,C[C@@H]1CCC[C@@H]2[C@H]3C[C@H]4CN12->[Zn+2](<-[Cl-])(<-[Cl-])<-N1(CCCC[C@@H]41)C3,CC1CCCC2C3CC4CN12->[Zn+2](<-[Cl-])(<-[Cl-])<-N1(CCCCC41)C3,[Zn+2]1(Cl)(Cl)<-N23C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C2([H])C2([H])C([H])([H])C([H])(C3([H])[H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N->13C2([H])[H]
ABUYAX,0,CC(C)c1cccc(C(C)C)c1N1=CC=N(c2c(C(C)C)cccc2C(C)C)->[Pd+2]<-1(<-[Cl-])<-[Cl-],CC(C)c1cccc(C(C)C)c1/N1=C/C=N(/c2c(C(C)C)cccc2C(C)C)->[Pd+2]<-1(<-[Cl-])<-[Cl-],CC(C)c1cccc(C(C)C)c1N1=CC=N(c2c(C(C)C)cccc2C(C)C)->[Pd+2]<-1(<-[Cl-])<-[Cl-],[Pd+2]1(Cl)(Cl)<-N(=C([H])C(=N->1c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H])[H])c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H]
ACACEM,1,Cc12->[Rh+3]345(<-O)(<-c1(C)c->3(C)[c-]->4(C)c->52C)(<-[C-](F)(F)C(F)(F)C(F)(F)F)<-P(C)(C)C,Cc12->[Rh+3]345(<-O)(<-c1(C)c->3(C)[c-]->4(C)c->52C)(<-[C-](F)(F)C(F)(F)C(F)(F)F)<-P(C)(C)C,Cc12->[Rh+3]345(<-O)(<-c1(C)c->3(C)[c-]->4(C)c->52C)(<-[C-](F)(F)C(F)(F)C(F)(F)F)<-P(C)(C)C,[Rh+3]1234(<-C5(C([H])([H])[H])=C->1(C([H])([H])[H])C->2(C([H])([H])[H])=C->3(C([H])([H])[H])C45C([H])([H])[H])(C(C(C(F)(F)F)(F)F)(F)F)(<-P(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])<-O([H])[H]
ACAPUQ,1,CC(C)C(=O)Nc1cccc2CN34Cc5ccccn5->[Ru+2]<-35(<-[Cl-])(<-O=C(Nc3cccc(C4)n->53)C(C)C)<-n21,CC(C)C(=O)Nc1cccc2CN34Cc5ccccn5->[Ru@OH18+2]<-35(<-[Cl-])(<-O=C(Nc3cccc(C4)n->53)C(C)C)<-n21,CC(C)C(=O)Nc1cccc2CN34Cc5ccccn5->[Ru+2]<-35(<-[Cl-])(<-O=C(Nc3cccc(C4)n->53)C(C)C)<-n21,[Ru+2]1234(Cl)<-O=C(N(c5n->1c(C(N->2(C(c1n->3c([H])c([H])c([H])c1[H])([H])[H])C(c1n->4c(N(C(=O)C(C([H])([H])[H])(C([H])([H])[H])[H])[H])c([H])c([H])c1[H])([H])[H])([H])[H])c([H])c([H])c5[H])[H])C(C([H])([H])[H])(C([H])([H])[H])[H]
ACAQIE,1,NC(=O)CCN12CC(=O)[O-]->[Co+3]<-13(<-O)(<-[O-]C(=O)C2)<-n1cccc2ccc4cccn->3c4c21,NC(=O)CCN12CC(=O)[O-]->[Co+3]<-13(<-O)(<-[O-]C(=O)C2)<-n1cccc2ccc4cccn->3c4c21,NC(=O)CCN12CC(=O)[O-]->[Co+3]<-13(<-O)(<-[O-]C(=O)C2)<-n1cccc2ccc4cccn->3c4c21,[Co+3]123(<-N(C(C(C(N([H])[H])=O)([H])[H])([H])[H])(C([H])([H])C(=O)O1)C([H])([H])C(=O)O2)(<-n1c([H])c([H])c([H])c2c([H])c([H])c4c([H])c([H])c([H])n->3c4c12)<-O([H])[H]
ACARAZ,0,O=[N+]([O-])c1ccccc1N->[Pt+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-Nc1ccccc1[N+](=O)[O-],O=[N+]([O-])c1ccccc1N->[Pt+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-Nc1ccccc1[N+](=O)[O-],O=[N+]([O-])c1ccccc1N->[Pt+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-Nc1ccccc1[N+](=O)[O-],[Pt+4](Cl)(Cl)(<-N([H])([H])c1c([H])c([H])c([H])c([H])c1[N+]([O-])=O)(Cl)(Cl)<-N([H])([H])c1c([H])c([H])c([H])c([H])c1[N+]([O-])=O
ACARED,0,O=[N+]([O-])c1cccc(N->[Pt+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-Nc2cccc([N+](=O)[O-])c2)c1,O=[N+]([O-])c1cccc(N->[Pt+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-Nc2cccc([N+](=O)[O-])c2)c1,O=[N+]([O-])c1cccc(N->[Pt+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-Nc2cccc([N+](=O)[O-])c2)c1,[Pt+4](Cl)(Cl)(<-N([H])([H])c1c([H])c([N+]([O-])=O)c([H])c([H])c1[H])(Cl)(Cl)<-N([H])([H])c1c([H])c([N+]([O-])=O)c([H])c([H])c1[H]
ACAREE,0,CC(C)c12->[Ru+2]3456(<-[Cl-])(<-[Cl-])(<-N=c7cc[nH]c(=O)[nH]7)<-c(c->31)c->4(C)c->5c->62,CC(C)c12->[Ru+2]3456(<-[Cl-])(<-[Cl-])(<-N=c7cc[nH]c(=O)[nH]7)<-c(c->31)c->4(C)c->5c->62,CC(C)c12->[Ru+2]3456(<-[Cl-])(<-[Cl-])(<-N=c7cc[nH]c(=O)[nH]7)<-c(c->31)c->4(C)c->5c->62,[Ru+2]12345(Cl)(Cl)(<-N(=c6n([H])c(=O)n([H])c([H])c6[H])[H])<-c6([H])c->1([H])c->2(C([H])([H])[H])c->3([H])c->4([H])c->56C([H])(C([H])([H])[H])C([H])([H])[H]
ACARUT,0,CCC#N->[Pt+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-N=C(CC)Nc1ccc([N+](=O)[O-])cc1,CCC#N->[Pt+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-N=C(CC)Nc1ccc([N+](=O)[O-])cc1,CCC#N->[Pt+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-N=C(CC)Nc1ccc([N+](=O)[O-])cc1,[Pt+4](Cl)(Cl)(Cl)(Cl)(<-N([H])=C(N([H])c1c([H])c([H])c([N+](=O)[O-])c([H])c1[H])C([H])([H])C([H])([H])[H])<-N#CC([H])([H])C([H])([H])[H]
ACASII,0,CCC(Nc1cccc([N+](=O)[O-])c1)=N->[Pt+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-N=C(CC)OC,CCC(Nc1cccc([N+](=O)[O-])c1)=N->[Pt+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-N=C(CC)OC,CCC(Nc1cccc([N+](=O)[O-])c1)=N->[Pt+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-N=C(CC)OC,[Pt+4](Cl)(Cl)(Cl)(Cl)(<-N([H])=C(N([H])c1c([H])c([N+](=O)[O-])c([H])c([H])c1[H])C([H])([H])C([H])([H])[H])<-N([H])=C(OC([H])([H])[H])C([H])([H])C([H])([H])[H]
ACATUT,0,[Cl-]->[Pt+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-n1ccc[nH]1)<-n1ccc[nH]1,[Cl-]->[Pt+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-n1ccc[nH]1)<-n1ccc[nH]1,[Cl-]->[Pt+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-n1ccc[nH]1)<-n1ccc[nH]1,[Pt+4](Cl)(Cl)(Cl)(Cl)(<-n1n([H])c([H])c([H])c1[H])<-n1n([H])c([H])c([H])c1[H]
ACAWIK,0,[F-]->[Ti+4](<-[F-])(<-[Cl-])(<-[Cl-])(<-O=P(c1ccccc1)(c1ccccc1)c1ccccc1)<-O=P(c1ccccc1)(c1ccccc1)c1ccccc1,[F-]->[Ti+4](<-[F-])(<-[Cl-])(<-[Cl-])(<-O=P(c1ccccc1)(c1ccccc1)c1ccccc1)<-O=P(c1ccccc1)(c1ccccc1)c1ccccc1,[F-]->[Ti+4](<-[F-])(<-[Cl-])(<-[Cl-])(<-O=P(c1ccccc1)(c1ccccc1)c1ccccc1)<-O=P(c1ccccc1)(c1ccccc1)c1ccccc1,[Ti+4](Cl)(Cl)(F)(F)(<-O=P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])<-O=P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H]
ACAWOR,0,C=CCN1c2ccccc2N(CC=C)[C]1->[Pd+2](<-[Br-])(<-[Br-])<-[C]1N(CC=C)c2ccccc2N1CC=C,C=CCN1c2ccccc2N(CC=C)[C]1->[Pd+2](<-[Br-])(<-[Br-])<-[C]1N(CC=C)c2ccccc2N1CC=C,C=CCN1c2ccccc2N(CC=C)[C]1->[Pd+2](<-[Br-])(<-[Br-])<-[C]1N(CC=C)c2ccccc2N1CC=C,[Pd+2](Br)(<-C1N(C(C(=C([H])[H])[H])([H])[H])c2c(c([H])c([H])c([H])c2[H])N1C(C(=C([H])[H])[H])([H])[H])(Br)<-C1N(C(C(=C([H])[H])[H])([H])[H])c2c(c([H])c([H])c([H])c2[H])N1C(C(=C([H])[H])[H])([H])[H]
ACAXOU,0,Cc12->[Ir+3]34567(<-NC(c8cccc[c-]->38)C(c3ccccc3)[N-]->4S(=O)(=O)C(F)(F)F)<-c1(C)c->5(C)[c-]->6(C)c->72C,Cc12->[Ir+3]34567(<-N[C@@H](c8cccc[c-]->38)[C@H](c3ccccc3)[N-]->4S(=O)(=O)C(F)(F)F)<-c1(C)c->5(C)[c-]->6(C)c->72C,Cc12->[Ir+3]34567(<-NC(c8cccc[c-]->38)C(c3ccccc3)[N-]->4S(=O)(=O)C(F)(F)F)<-c1(C)c->5(C)[c-]->6(C)c->72C,[Ir+3]123456(<-N(C([H])(C(c7c([H])c([H])c([H])c([H])c7[H])([H])N1S(=O)(=O)C(F)(F)F)c1c([H])c([H])c([H])c([H])c12)([H])[H])<-C1(C([H])([H])[H])=C->3(C([H])([H])[H])C4(C([H])([H])[H])C->5(C([H])([H])[H])=C->61C([H])([H])[H]
